gene_id,1101.gtf,1548.gtf,1628.gtf,Sample4.gtf,Sample5.gtf,Sample6.gtf
Montipora_capitata_PredGene_adi2mcaRNA38028_R6,225,120,111,75,31,26
Montipora_capitata_PredGene_g35072,79,58,16,13,3,6
Montipora_capitata_PredGene_adi2mcaRNA5145_R0,114,24,38,68,52,70
Montipora_capitata_PredGene_g45558,197,102,203,12,14,19
Montipora_capitata_PredGene_adi2mcaRNA4287_R0,1435,1170,769,103,84,99
Montipora_capitata_PredGene_adi2mcaRNA5145_R3,35,27,32,79,97,62
Montipora_capitata_PredGene_adi2mcaRNA8211_R1,0,0,0,8,0,14
Montipora_capitata_PredGene_g47721,3,3,3,12,10,11
Montipora_capitata_PredGene_adi2mcaRNA5145_R6,106,54,60,83,64,29
Montipora_capitata_PredGene_g45551,109,64,38,29,27,20
Montipora_capitata_PredGene_g45550,49,24,28,83,58,44
Montipora_capitata_PredGene_g45553,11,10,12,63,58,56
Montipora_capitata_PredGene_g45552,124,79,86,35,32,37
Montipora_capitata_PredGene_g45555,117,201,250,18,15,36
Montipora_capitata_PredGene_g48702,0,0,0,6,5,4
Montipora_capitata_PredGene_g48701,0,0,0,2,6,4
Montipora_capitata_PredGene_g48700,45,76,0,26,24,32
Montipora_capitata_PredGene_adi2mcaRNA3988_R0,3536,2017,1939,15,8,16
Montipora_capitata_PredGene_g41429,447,494,635,3,5,3
Montipora_capitata_PredGene_g41428,87,102,49,4,9,13
Montipora_capitata_PredGene_g18474,60,43,19,7,3,6
Montipora_capitata_PredGene_g18476,428,316,241,39,20,29
Montipora_capitata_PredGene_g41421,72,26,88,12,10,16
Montipora_capitata_PredGene_g41420,228,161,114,17,10,16
Montipora_capitata_PredGene_g41423,78,46,48,17,13,15
Montipora_capitata_PredGene_g41422,184,175,151,13,24,13
Montipora_capitata_PredGene_g41425,131,186,95,15,27,33
Montipora_capitata_PredGene_g41424,6,4,3,29,37,36
Montipora_capitata_PredGene_g41427,439,222,260,58,32,56
Montipora_capitata_PredGene_adi2mcaRNA24690_R1,100,114,136,8,6,12
Montipora_capitata_PredGene_adi2mcaRNA24690_R0,0,34,0,44,23,29
Montipora_capitata_PredGene_g49475,0,0,0,0,0,0
Montipora_capitata_PredGene_g4149,950,677,1651,0,5,4
Montipora_capitata_PredGene_g26116,0,0,0,11,8,9
Montipora_capitata_PredGene_g4146,1,0,0,6,1,0
Montipora_capitata_PredGene_g26113,0,0,0,7,3,8
Montipora_capitata_PredGene_g4144,144,45,188,0,0,0
Montipora_capitata_PredGene_g26111,0,0,0,12,2,6
Montipora_capitata_PredGene_g45082,0,0,0,5,4,2
Montipora_capitata_PredGene_g45081,0,0,0,18,19,7
Montipora_capitata_PredGene_g45080,0,0,0,12,19,19
Montipora_capitata_PredGene_g45087,0,4,0,3,22,3
Montipora_capitata_PredGene_g45088,0,0,0,2,9,9
Montipora_capitata_PredGene_g19701,0,0,0,20,27,28
Montipora_capitata_PredGene_g19700,0,0,0,26,21,26
Montipora_capitata_PredGene_g19702,0,0,0,21,4,13
Montipora_capitata_PredGene_g42109,0,0,0,3,2,4
Montipora_capitata_PredGene_g19707,4,5,7,6,11,12
Montipora_capitata_PredGene_g19706,0,0,0,9,9,12
Montipora_capitata_PredGene_adi2mcaRNA5210_R3,46,28,58,13,7,17
Montipora_capitata_PredGene_g19708,0,0,0,24,14,16
Montipora_capitata_PredGene_g42108,22,30,37,2,4,3
Montipora_capitata_PredGene_adi2mcaRNA5210_R7,47,0,5,0,0,0
Montipora_capitata_PredGene_adi2mcaRNA5210_R6,25,33,28,13,7,9
Montipora_capitata_PredGene_adi2mcaRNA5210_R5,8,0,0,16,6,10
Montipora_capitata_PredGene_adi2mcaRNA10664_R0,558,372,321,48,23,33
Montipora_capitata_PredGene_g43863,0,0,0,16,23,21
Montipora_capitata_PredGene_g43862,0,0,0,9,5,3
Montipora_capitata_PredGene_g43861,0,0,0,6,4,6
Montipora_capitata_PredGene_g6280,0,0,0,5,0,5
Montipora_capitata_PredGene_g43866,0,0,6,48,26,42
Montipora_capitata_PredGene_g43865,0,0,0,14,9,4
Montipora_capitata_PredGene_adi2mcaRNA37443_R0,49,35,52,19,19,28
Montipora_capitata_PredGene_g24275,195,476,88,99,95,106
Montipora_capitata_PredGene_adi2mcaRNA14348_R7,1,2,3,5,4,2
Montipora_capitata_PredGene_g71060,0,0,0,47,29,26
Montipora_capitata_PredGene_adi2mcaRNA36201_R4,0,18,11,11,10,10
Montipora_capitata_PredGene_g7495,0,0,0,35,22,38
Montipora_capitata_PredGene_g71061,2,0,0,7,9,6
Montipora_capitata_PredGene_g7491,0,0,0,0,0,5
Montipora_capitata_PredGene_g7492,0,0,0,2,4,5
Montipora_capitata_PredGene_g28142,386,1145,431,37,33,39
Montipora_capitata_PredGene_g29699,0,17,25,6,3,4
Montipora_capitata_PredGene_g24278,255,280,106,82,68,66
Montipora_capitata_PredGene_adi2mcaRNA24504_R0,0,0,0,19,14,25
Montipora_capitata_PredGene_adi2mcaRNA24504_R3,0,4,4,15,12,13
Montipora_capitata_PredGene_g693,451,624,566,12,3,11
Montipora_capitata_PredGene_adi2mcaRNA38950_R1,10,5,30,13,12,10
Montipora_capitata_PredGene_g690,8,16,3,16,12,17
Montipora_capitata_PredGene_g697,0,0,0,7,9,4
Montipora_capitata_PredGene_g696,4,0,0,16,1,3
Montipora_capitata_PredGene_adi2mcaRNA38950_R5,0,0,0,11,20,8
Montipora_capitata_PredGene_g694,5,42,17,4,4,4
Montipora_capitata_PredGene_g33851,0,0,0,0,0,4
Montipora_capitata_PredGene_g18089,5,0,5,9,17,10
Montipora_capitata_PredGene_adi2mcaRNA38950_R9,5,2,15,7,9,10
Montipora_capitata_PredGene_g698,1,0,0,12,7,5
Montipora_capitata_PredGene_g33855,13,7,201,0,2,29
Montipora_capitata_PredGene_adi2mcaRNA586_R6,0,0,0,0,17,9
Montipora_capitata_PredGene_g27129,110,151,100,8,5,7
Montipora_capitata_PredGene_g70476,527,482,455,0,10,3
Montipora_capitata_PredGene_g30102,0,0,0,0,0,0
Montipora_capitata_PredGene_adi2mcaRNA17232_R3,0,0,0,5,17,9
Montipora_capitata_PredGene_g17421,133,55,52,11,13,20
Montipora_capitata_PredGene_g69474,31,10,0,0,0,6
Montipora_capitata_PredGene_g4495,1,0,0,4,4,4
Montipora_capitata_PredGene_adi2mcaRNA31800_R8,11,46,10,31,33,3
Montipora_capitata_PredGene_g69476,0,0,0,0,0,6
Montipora_capitata_PredGene_g27121,6,0,0,28,28,51
Montipora_capitata_PredGene_g7723,0,0,0,8,10,15
Montipora_capitata_PredGene_g7721,214,184,98,16,20,30
Montipora_capitata_PredGene_g7720,399,405,310,9,16,23
Montipora_capitata_PredGene_g7727,8,4,3,52,46,51
Montipora_capitata_PredGene_g7726,468,434,463,29,16,27
Montipora_capitata_PredGene_g7725,0,0,0,3,2,3
Montipora_capitata_PredGene_g7724,19,4,17,18,7,13
Montipora_capitata_PredGene_g26440,153,303,14,19,26,4
Montipora_capitata_PredGene_g7729,4,100,73,6,4,3
Montipora_capitata_PredGene_g7728,0,18,7,5,5,10
Montipora_capitata_PredGene_adi2mcaRNA33081_R8,0,0,0,3,3,0
Montipora_capitata_PredGene_g4491,0,0,0,9,6,4
Montipora_capitata_PredGene_adi2mcaRNA41208_R0,0,0,76,0,2,0
Montipora_capitata_PredGene_g49892,461,290,259,10,13,8
Montipora_capitata_PredGene_g49893,713,553,838,28,20,32
Montipora_capitata_PredGene_g49894,159,320,186,0,0,0
Montipora_capitata_PredGene_g49895,27,8,16,15,10,24
Montipora_capitata_PredGene_g49897,0,266,319,15,9,10
Montipora_capitata_PredGene_adi2mcaRNA13978_R0,0,0,0,8,15,14
Montipora_capitata_PredGene_adi2mcaRNA13978_R1,0,0,3,10,16,16
Montipora_capitata_PredGene_g43131,0,0,3,3,3,2
Montipora_capitata_PredGene_g43130,5,6,2,24,20,36
Montipora_capitata_PredGene_g43133,0,0,0,1,11,1
Montipora_capitata_PredGene_g43132,7,5,0,15,6,25
Montipora_capitata_PredGene_g43135,1,0,1,16,20,17
Montipora_capitata_PredGene_g13370,0,0,0,20,11,8
Montipora_capitata_PredGene_g43136,237,279,177,32,27,26
Montipora_capitata_PredGene_g26448,275,573,198,93,51,28
Montipora_capitata_PredGene_g56575,3,9,2,46,30,48
Montipora_capitata_PredGene_g4499,0,0,0,29,26,26
Montipora_capitata_PredGene_g46467,18,20,12,32,16,19
Montipora_capitata_PredGene_adi2mcaRNA30897_R0,606,416,207,52,38,39
Montipora_capitata_PredGene_adi2mcaRNA22656_R0,305,181,126,25,30,23
Montipora_capitata_PredGene_g6452,327,279,304,18,28,24
Montipora_capitata_PredGene_g58277,39,23,23,5,6,9
Montipora_capitata_PredGene_g6450,641,478,360,0,13,12
Montipora_capitata_PredGene_g58275,439,306,255,33,38,30
Montipora_capitata_PredGene_g6456,154,216,137,32,20,36
Montipora_capitata_PredGene_g58273,105,65,83,18,8,4
Montipora_capitata_PredGene_g58271,135,352,167,5,8,0
Montipora_capitata_PredGene_g56570,1627,2354,1810,96,107,119
Montipora_capitata_PredGene_g58278,103,97,106,9,3,15
Montipora_capitata_PredGene_g43715,675,447,576,0,5,0
Montipora_capitata_PredGene_g35185,184,147,200,14,21,33
Montipora_capitata_PredGene_g35184,518,400,385,26,15,21
Montipora_capitata_PredGene_g35187,853,776,703,22,19,21
Montipora_capitata_PredGene_g35181,433,555,802,4,5,5
Montipora_capitata_PredGene_g35180,1714,1432,801,52,32,36
Montipora_capitata_PredGene_g35183,115,91,736,16,22,16
Montipora_capitata_PredGene_g35182,648,509,429,18,17,26
Montipora_capitata_PredGene_adi2mcaRNA30107_R3,0,0,0,67,46,86
Montipora_capitata_PredGene_g35189,13,16,22,16,17,14
Montipora_capitata_PredGene_g35188,124,69,145,0,7,0
Montipora_capitata_PredGene_g36980,22,41,24,12,6,4
Montipora_capitata_PredGene_g36981,41,30,60,0,3,6
Montipora_capitata_PredGene_g36983,0,0,0,8,13,3
Montipora_capitata_PredGene_g36984,338,355,419,8,9,17
Montipora_capitata_PredGene_g36985,126,115,153,5,0,5
Montipora_capitata_PredGene_g36986,204,247,436,9,9,12
Montipora_capitata_PredGene_g16151,199,109,151,27,12,19
Montipora_capitata_PredGene_g34851,0,0,0,2,5,10
Montipora_capitata_PredGene_g34856,110,36,21,20,14,12
Montipora_capitata_PredGene_g34857,0,0,0,16,14,9
Montipora_capitata_PredGene_g34858,186,265,144,24,34,13
Montipora_capitata_PredGene_g34859,2,0,0,7,3,4
Montipora_capitata_PredGene_g25716,0,0,0,7,10,3
Montipora_capitata_PredGene_g12917,0,0,0,8,6,3
Montipora_capitata_PredGene_g12911,3,0,0,12,11,8
Montipora_capitata_PredGene_g12910,0,0,0,11,3,8
Montipora_capitata_PredGene_adi2mcaRNA19804_R0,1046,560,302,179,146,152
Montipora_capitata_PredGene_g12912,0,6,1,21,14,12
Montipora_capitata_PredGene_g12919,0,2,0,1,0,0
Montipora_capitata_PredGene_adi2mcaRNA6978_R3,0,0,0,0,10,14
Montipora_capitata_PredGene_adi2mcaRNA6978_R2,0,0,0,0,8,12
Montipora_capitata_PredGene_adi2mcaRNA6978_R1,0,0,0,9,10,0
Montipora_capitata_PredGene_adi2mcaRNA6978_R0,0,0,0,7,16,12
Montipora_capitata_PredGene_adi2mcaRNA14336_R3,9,8,0,13,2,9
Montipora_capitata_PredGene_g66573,48,44,84,19,13,9
Montipora_capitata_PredGene_g67753,1,4,5,16,7,10
Montipora_capitata_PredGene_g67752,0,0,0,21,10,15
Montipora_capitata_PredGene_g35723,6,0,10,22,25,21
Montipora_capitata_PredGene_g67750,84,59,137,5,0,6
Montipora_capitata_PredGene_g67757,0,0,1,5,5,4
Montipora_capitata_PredGene_g35724,0,0,0,5,5,5
Montipora_capitata_PredGene_g35727,4,0,0,13,14,9
Montipora_capitata_PredGene_g35726,8,9,8,15,22,27
Montipora_capitata_PredGene_g35729,0,0,0,13,3,4
Montipora_capitata_PredGene_g47934,0,0,0,13,10,11
Montipora_capitata_PredGene_g67759,0,0,0,7,4,2
Montipora_capitata_PredGene_g47936,0,0,0,6,12,17
Montipora_capitata_PredGene_g47931,0,0,0,12,33,8
Montipora_capitata_PredGene_g47930,0,0,0,8,9,4
Montipora_capitata_PredGene_g47933,0,0,0,2,3,0
Montipora_capitata_PredGene_g47932,0,0,0,2,11,2
Montipora_capitata_PredGene_g46046,0,10,7,5,7,7
Montipora_capitata_PredGene_g63442,0,0,2,5,6,2
Montipora_capitata_PredGene_g63441,0,0,0,1,2,3
Montipora_capitata_PredGene_g46045,0,0,4,6,10,15
Montipora_capitata_PredGene_g46527,0,0,0,0,0,9
Montipora_capitata_PredGene_g46043,0,0,0,6,0,5
Montipora_capitata_PredGene_g46040,0,0,0,7,0,8
Montipora_capitata_PredGene_g46041,0,0,0,14,2,4
Montipora_capitata_PredGene_g63448,0,0,0,1,1,1
Montipora_capitata_PredGene_g46048,0,1,1,0,0,6
Montipora_capitata_PredGene_g46049,37,20,29,6,25,24
Montipora_capitata_PredGene_g35310,0,4,0,14,26,14
Montipora_capitata_PredGene_adi2mcaRNA36209_R0,0,0,0,5,0,0
Montipora_capitata_PredGene_g35311,3,1,4,16,13,8
Montipora_capitata_PredGene_g51350,0,0,0,0,0,0
Montipora_capitata_PredGene_adi2mcaRNA13197_R4,0,0,0,0,7,10
Montipora_capitata_PredGene_adi2mcaRNA28070_R4,0,0,0,22,42,0
Montipora_capitata_PredGene_g33079,0,0,0,21,16,20
Montipora_capitata_PredGene_g33078,0,1,0,8,16,17
Montipora_capitata_PredGene_g33073,0,0,0,23,26,19
Montipora_capitata_PredGene_g33072,0,0,0,6,27,10
Montipora_capitata_PredGene_adi2mcaRNA9241_R7,0,0,0,16,30,0
Montipora_capitata_PredGene_g33070,0,0,0,10,12,10
Montipora_capitata_PredGene_g33077,0,0,0,22,13,16
Montipora_capitata_PredGene_g33076,3,3,0,61,35,37
Montipora_capitata_PredGene_g33075,0,1,0,14,8,4
Montipora_capitata_PredGene_g33074,0,0,0,19,14,7
Montipora_capitata_PredGene_adi2mcaRNA26902_R4,13,0,14,24,25,27
Montipora_capitata_PredGene_adi2mcaRNA26902_R7,133,38,56,31,28,50
Montipora_capitata_PredGene_g37768,0,0,0,2,8,0
Montipora_capitata_PredGene_adi2mcaRNA26902_R0,0,0,0,0,0,0
Montipora_capitata_PredGene_adi2mcaRNA26902_R2,92,62,63,24,22,27
Montipora_capitata_PredGene_g37763,22,1,32,10,12,9
Montipora_capitata_PredGene_g37762,0,0,0,3,3,7
Montipora_capitata_PredGene_g37761,4,0,1,10,7,4
Montipora_capitata_PredGene_g37760,0,0,3,0,7,5
Montipora_capitata_PredGene_g37767,0,0,0,16,20,14
Montipora_capitata_PredGene_g37766,7,4,12,22,17,20
Montipora_capitata_PredGene_g37765,3,0,0,8,1,11
Montipora_capitata_PredGene_g37764,0,0,0,1,1,1
Montipora_capitata_PredGene_adi2mcaRNA22434_R9,0,2,0,1,2,3
Montipora_capitata_PredGene_adi2mcaRNA25575_R8,85,126,85,10,16,11
Montipora_capitata_PredGene_adi2mcaRNA25575_R9,11,28,19,4,13,14
Montipora_capitata_PredGene_g9439,0,0,0,22,14,0
Montipora_capitata_PredGene_g66085,13,8,62,0,0,0
Montipora_capitata_PredGene_g9438,0,0,0,22,5,5
Montipora_capitata_PredGene_g66088,2,20,104,0,2,5
Montipora_capitata_PredGene_g66089,36,0,146,6,0,0
Montipora_capitata_PredGene_adi2mcaRNA22434_R5,11,12,11,13,31,33
Montipora_capitata_PredGene_g92,0,0,0,4,6,6
Montipora_capitata_PredGene_g55943,0,0,0,3,8,9
Montipora_capitata_PredGene_g55942,0,62,15,0,51,29
Montipora_capitata_PredGene_g55941,0,0,0,0,15,13
Montipora_capitata_PredGene_g55940,0,0,0,0,17,7
Montipora_capitata_PredGene_g55947,3164,16717,12047,7,16,41
Montipora_capitata_PredGene_g55946,59,296,188,5,7,5
Montipora_capitata_PredGene_g55945,0,0,0,0,6,0
Montipora_capitata_PredGene_g56369,0,0,0,5,4,2
Montipora_capitata_PredGene_g56366,43,0,20,12,14,26
Montipora_capitata_PredGene_g56367,0,1,0,7,8,7
Montipora_capitata_PredGene_g56364,650,497,538,15,11,7
Montipora_capitata_PredGene_g56365,394,303,225,4,4,5
Montipora_capitata_PredGene_g56362,20,0,0,15,3,0
Montipora_capitata_PredGene_g56363,1472,801,1007,35,32,36
Montipora_capitata_PredGene_g56360,747,343,531,14,12,24
Montipora_capitata_PredGene_g67486,0,0,0,6,16,5
Montipora_capitata_PredGene_adi2mcaRNA22434_R1,0,0,13,10,7,7
Montipora_capitata_PredGene_g25057,216,313,189,20,12,37
Montipora_capitata_PredGene_adi2mcaRNA34399_R1,228,141,90,38,51,47
Montipora_capitata_PredGene_adi2mcaRNA4879_R5,0,0,0,6,10,10
Montipora_capitata_PredGene_g36523,141,131,165,3,8,12
Montipora_capitata_PredGene_adi2mcaRNA10389_R9,1,4,3,11,6,7
Montipora_capitata_PredGene_adi2mcaRNA10389_R8,0,0,0,9,7,10
Montipora_capitata_PredGene_g9553,0,2,0,26,9,6
Montipora_capitata_PredGene_g90,18,24,0,24,48,19
Montipora_capitata_PredGene_adi2mcaRNA4879_R0,0,0,0,9,12,11
Montipora_capitata_PredGene_g44354,0,0,0,6,0,4
Montipora_capitata_PredGene_g44355,0,4,0,0,9,3
Montipora_capitata_PredGene_g44356,0,0,0,0,3,9
Montipora_capitata_PredGene_g10479,138,407,273,8,12,6
Montipora_capitata_PredGene_g25718,4,0,0,7,10,11
Montipora_capitata_PredGene_g10667,3,0,0,8,25,19
Montipora_capitata_PredGene_adi2mcaRNA4879_R2,0,0,0,7,16,11
Montipora_capitata_PredGene_g10660,0,0,0,1,5,2
Montipora_capitata_PredGene_g38082,0,0,0,2,9,5
Montipora_capitata_PredGene_g11397,0,0,0,13,22,7
Montipora_capitata_PredGene_g11394,0,11,0,40,8,14
Montipora_capitata_PredGene_g11395,0,0,0,12,8,12
Montipora_capitata_PredGene_g35317,552,456,417,55,56,86
Montipora_capitata_PredGene_g11390,8,1,0,10,10,5
Montipora_capitata_PredGene_g11391,92,44,15,42,41,27
Montipora_capitata_PredGene_g91,0,0,50,0,0,8
Montipora_capitata_PredGene_g36621,16,23,0,8,11,10
Montipora_capitata_PredGene_g11398,0,0,0,12,22,15
Montipora_capitata_PredGene_g36620,0,0,0,5,1,6
Montipora_capitata_PredGene_g15312,0,0,0,11,8,42
Montipora_capitata_PredGene_g36623,9,20,19,0,5,6
Montipora_capitata_PredGene_g65713,3,2,0,7,4,7
Montipora_capitata_PredGene_g15310,0,0,0,6,2,3
Montipora_capitata_PredGene_g28502,75,36,128,23,3,28
Montipora_capitata_PredGene_g28501,35,28,174,5,17,14
Montipora_capitata_PredGene_adi2mcaRNA28302_R3,0,0,0,7,0,6
Montipora_capitata_PredGene_g65068,106,38,60,14,11,14
Montipora_capitata_PredGene_g15314,0,0,0,1,2,1
Montipora_capitata_PredGene_g65063,31,42,19,25,22,25
Montipora_capitata_PredGene_g3917,0,0,0,6,10,0
Montipora_capitata_PredGene_g65065,12,0,0,22,25,20
Montipora_capitata_PredGene_g28506,0,0,0,2,4,4
Montipora_capitata_PredGene_g32840,0,0,0,7,0,0
Montipora_capitata_PredGene_g32843,1,0,0,2,8,10
Montipora_capitata_PredGene_adi2mcaRNA5135_R8,0,0,0,7,5,4
Montipora_capitata_PredGene_g97,249,249,138,20,12,30
Montipora_capitata_PredGene_g32844,0,0,4,9,7,14
Montipora_capitata_PredGene_g32847,0,0,0,9,11,7
Montipora_capitata_PredGene_g32846,0,0,0,60,32,39
Montipora_capitata_PredGene_g32849,2,0,1,14,6,11
Montipora_capitata_PredGene_g32848,0,0,0,0,0,0
Montipora_capitata_PredGene_g16627,1,5,1,3,3,3
Montipora_capitata_PredGene_g16626,3,0,0,6,1,8
Montipora_capitata_PredGene_g16625,0,0,0,4,2,8
Montipora_capitata_PredGene_g16624,0,0,0,0,0,6
Montipora_capitata_PredGene_g16622,0,0,0,1,4,10
Montipora_capitata_PredGene_g16621,0,0,2,9,34,30
Montipora_capitata_PredGene_g16620,0,0,0,8,6,4
Montipora_capitata_PredGene_g49315,0,0,0,29,34,39
Montipora_capitata_PredGene_g16629,3,1,0,5,6,9
Montipora_capitata_PredGene_g16628,3,0,2,2,2,6
Montipora_capitata_PredGene_adi2mcaRNA9946_R0,302,260,256,8,14,13
Montipora_capitata_PredGene_adi2mcaRNA30548_R0,1258,1610,1283,135,112,111
Montipora_capitata_PredGene_g39429,27,18,29,32,12,16
Montipora_capitata_PredGene_adi2mcaRNA14019_R0,267,263,189,19,18,22
Montipora_capitata_PredGene_g11532,5,9,0,13,41,46
Montipora_capitata_PredGene_g11530,3,2,1,8,20,11
Montipora_capitata_PredGene_g57194,0,0,0,15,11,9
Montipora_capitata_PredGene_g11534,1,1,0,5,7,3
Montipora_capitata_PredGene_g11535,3,1,0,26,20,15
Montipora_capitata_PredGene_adi2mcaRNA4044_R1,193,185,119,13,0,4
Montipora_capitata_PredGene_g46405,2,0,0,5,1,4
Montipora_capitata_PredGene_g11539,0,4,0,0,0,0
Montipora_capitata_PredGene_g25051,312,338,286,12,7,8
Montipora_capitata_PredGene_g59915,0,0,4,0,16,31
Montipora_capitata_PredGene_g59917,0,0,2,15,7,8
Montipora_capitata_PredGene_g59910,0,0,17,26,37,107
Montipora_capitata_PredGene_g59911,0,0,3,16,17,23
Montipora_capitata_PredGene_g59912,0,0,0,5,12,10
Montipora_capitata_PredGene_g59913,0,0,0,6,6,14
Montipora_capitata_PredGene_g59918,0,0,0,26,9,10
Montipora_capitata_PredGene_g59919,0,8,0,9,13,6
Montipora_capitata_PredGene_g18337,1214,369,270,25,36,33
Montipora_capitata_PredGene_g44906,5,2,2,7,0,5
Montipora_capitata_PredGene_g38809,0,0,0,6,10,3
Montipora_capitata_PredGene_g17500,58,82,104,9,14,7
Montipora_capitata_PredGene_g38807,0,0,0,16,9,12
Montipora_capitata_PredGene_g38806,0,0,0,7,10,4
Montipora_capitata_PredGene_g38805,0,0,0,5,5,3
Montipora_capitata_PredGene_g38804,0,0,0,20,22,18
Montipora_capitata_PredGene_g38803,0,0,10,14,14,20
Montipora_capitata_PredGene_g38802,0,0,5,10,7,8
Montipora_capitata_PredGene_g38801,0,0,0,6,6,7
Montipora_capitata_PredGene_g38800,0,0,0,9,5,17
Montipora_capitata_PredGene_g6532,0,0,1,7,5,3
Montipora_capitata_PredGene_g17502,1614,2046,2625,15,7,11
Montipora_capitata_PredGene_g17505,3851,3777,4929,10,9,7
Montipora_capitata_PredGene_adi2mcaRNA354_R1,869,626,525,21,15,17
Montipora_capitata_PredGene_g28079,348,347,418,18,18,16
Montipora_capitata_PredGene_g17504,178,36,144,10,4,0
Montipora_capitata_PredGene_g58089,0,3,5,10,18,16
Montipora_capitata_PredGene_g18331,0,0,0,0,0,5
Montipora_capitata_PredGene_g1362,0,0,0,3,14,3
Montipora_capitata_PredGene_g53459,574,435,210,0,0,26
Montipora_capitata_PredGene_g53453,36,31,17,28,21,14
Montipora_capitata_PredGene_g53452,52,28,37,86,44,48
Montipora_capitata_PredGene_g53451,44,60,162,58,55,82
Montipora_capitata_PredGene_g53450,53,25,83,3,9,15
Montipora_capitata_PredGene_g53454,345,195,252,53,32,34
Montipora_capitata_PredGene_g60158,59,73,60,32,27,23
Montipora_capitata_PredGene_g17400,235,6,79,25,22,25
Montipora_capitata_PredGene_g18339,0,0,3,6,0,5
Montipora_capitata_PredGene_g60150,11,11,10,45,53,53
Montipora_capitata_PredGene_g60151,0,0,0,3,1,4
Montipora_capitata_PredGene_g60152,0,0,0,21,21,19
Montipora_capitata_PredGene_g60153,451,261,341,12,7,17
Montipora_capitata_PredGene_g60154,355,456,250,11,18,32
Montipora_capitata_PredGene_g60155,8,23,24,36,7,13
Montipora_capitata_PredGene_g60156,61,51,64,16,30,23
Montipora_capitata_PredGene_g60157,0,0,0,38,22,41
Montipora_capitata_PredGene_g58082,46,68,36,9,10,4
Montipora_capitata_PredGene_g7951,23,35,9,3,0,0
Montipora_capitata_PredGene_adi2mcaRNA27946_R1,0,0,0,6,0,3
Montipora_capitata_PredGene_g5435,0,2,0,5,11,12
Montipora_capitata_PredGene_g66870,34,123,37,24,17,30
Montipora_capitata_PredGene_g5437,0,0,0,8,3,6
Montipora_capitata_PredGene_g66872,28,158,32,10,16,19
Montipora_capitata_PredGene_g66875,0,0,0,4,10,4
Montipora_capitata_PredGene_g5430,143,141,126,9,14,7
Montipora_capitata_PredGene_g5433,10,12,6,39,23,16
Montipora_capitata_PredGene_g66876,0,0,0,3,0,11
Montipora_capitata_PredGene_g66879,3254,2185,1302,73,46,66
Montipora_capitata_PredGene_g66878,31,17,11,7,6,0
Montipora_capitata_PredGene_g5439,65,68,9,23,16,29
Montipora_capitata_PredGene_g5438,59,27,0,11,17,45
Montipora_capitata_PredGene_g67991,239,164,312,38,31,38
Montipora_capitata_PredGene_g43240,12,21,78,17,0,13
Montipora_capitata_PredGene_adi2mcaRNA3193_R1,377,276,229,15,21,17
Montipora_capitata_PredGene_g55129,3726,3514,2159,58,68,88
Montipora_capitata_PredGene_g55128,831,522,396,64,79,107
Montipora_capitata_PredGene_g55125,47,514,165,6,0,3
Montipora_capitata_PredGene_g55124,0,38,0,3,3,5
Montipora_capitata_PredGene_g55127,1292,1164,899,37,28,26
Montipora_capitata_PredGene_g55126,462,386,240,15,0,15
Montipora_capitata_PredGene_adi2mcaRNA40923_R0,0,0,0,0,6,0
Montipora_capitata_PredGene_g55120,0,0,0,0,2,5
Montipora_capitata_PredGene_g55123,74,735,250,12,6,13
Montipora_capitata_PredGene_g5383,9,4,7,6,3,12
Montipora_capitata_PredGene_g5382,29,39,5,6,6,13
Montipora_capitata_PredGene_g5381,0,0,0,3,5,7
Montipora_capitata_PredGene_g5386,0,0,0,0,3,0
Montipora_capitata_PredGene_g5385,4,82,16,0,3,5
Montipora_capitata_PredGene_g5384,0,0,8,3,0,13
Montipora_capitata_PredGene_g8601,0,0,0,0,1,3
Montipora_capitata_PredGene_g8600,0,0,4,0,0,9
Montipora_capitata_PredGene_g54864,0,0,0,8,1,1
Montipora_capitata_PredGene_g8609,26,35,10,7,19,24
Montipora_capitata_PredGene_g8608,61,100,161,9,11,10
Montipora_capitata_PredGene_adi2mcaRNA4447_R1,10,25,15,0,0,8
Montipora_capitata_PredGene_g59875,0,0,0,14,17,9
Montipora_capitata_PredGene_g26905,0,0,0,15,23,11
Montipora_capitata_PredGene_adi2mcaRNA23664_R9,0,0,0,9,10,16
Montipora_capitata_PredGene_adi2mcaRNA35205_R9,0,0,0,75,40,54
Montipora_capitata_PredGene_adi2mcaRNA26632_R2,0,0,0,4,2,8
Montipora_capitata_PredGene_adi2mcaRNA26632_R7,0,0,0,11,17,11
Montipora_capitata_PredGene_g23673,0,0,0,0,2,2
Montipora_capitata_PredGene_g13707,27,60,8,25,27,20
Montipora_capitata_PredGene_g14574,0,0,0,5,4,0
Montipora_capitata_PredGene_g13705,141,57,99,21,14,16
Montipora_capitata_PredGene_g14576,5,0,2,7,1,5
Montipora_capitata_PredGene_g13703,4,13,6,7,6,6
Montipora_capitata_PredGene_g5554,12,0,0,8,7,4
Montipora_capitata_PredGene_g13700,3,8,5,52,44,29
Montipora_capitata_PredGene_g59874,0,0,0,2,4,5
Montipora_capitata_PredGene_g13708,1,0,0,7,2,7
Montipora_capitata_PredGene_g41836,0,0,0,5,5,6
Montipora_capitata_PredGene_g36199,33,47,72,9,20,23
Montipora_capitata_PredGene_g60848,0,0,0,9,8,4
