"","X1041.gtf","X1471.gtf","X1637.gtf","Sample1.gtf","Sample2.gtf","Sample3.gtf"
"Pocillopora_acuta_HIv1_PredGene_g22838.t1",201,134,107,36,32,32
"Pocillopora_acuta_HIv1_PredGene_g22843.t1",1146,1283,904,1139,1582,1373
"Pocillopora_acuta_HIv1_PredGene_g22845.t1",388,239,224,409,442,390
"Pocillopora_acuta_HIv1_PredGene_6460_t",388,239,224,409,442,390
"Pocillopora_acuta_HIv1_PredGene_g22848.t1",2445,1913,1780,3778,4155,4830
"Pocillopora_acuta_HIv1_PredGene_6467_t",1207,1405,988,1603,2406,2156
"Pocillopora_acuta_HIv1_PredGene_g22851.t1",1207,1405,988,1603,2406,2156
"Pocillopora_acuta_HIv1_PredGene_g22852.t1",820,785,745,1027,1831,1433
"Pocillopora_acuta_HIv1_PredGene_g22855.t1",30,15,21,37,41,39
"Pocillopora_acuta_HIv1_PredGene_6471_t",30,15,21,37,41,39
"Pocillopora_acuta_HIv1_PredGene_g22858.t1",105,181,116,23,54,44
"Pocillopora_acuta_HIv1_PredGene_g22865.t1",102,90,70,124,113,114
"Pocillopora_acuta_HIv1_PredGene_g7624.t1",173,147,135,63,48,55
"Pocillopora_acuta_HIv1_PredGene_g22888.t1",74,14,51,11,3,6
"Pocillopora_acuta_HIv1_PredGene_g22891.t1",16,11,15,0,0,0
"Pocillopora_acuta_HIv1_PredGene_6507_t",16,11,15,0,0,0
"Pocillopora_acuta_HIv1_PredGene_g22902.t1",221,106,118,44,25,43
"Pocillopora_acuta_HIv1_PredGene_g7627.t1",604,472,459,514,501,512
"Pocillopora_acuta_HIv1_PredGene_g22908.t1",246,201,174,464,450,564
"Pocillopora_acuta_HIv1_PredGene_g22919.t1",580,570,484,600,704,616
"Pocillopora_acuta_HIv1_PredGene_g22920.t1",580,930,571,158,215,145
"Pocillopora_acuta_HIv1_PredGene_g22923.t1",221,203,270,66,82,109
"Pocillopora_acuta_HIv1_PredGene_g22933.t1",5,0,7,20,15,20
"Pocillopora_acuta_HIv1_PredGene_g22935.t1",192,193,171,47,52,35
"Pocillopora_acuta_HIv1_PredGene_g22944.t1",184,157,134,33,32,35
"Pocillopora_acuta_HIv1_PredGene_g19729.t1",76,137,99,27,28,23
"Pocillopora_acuta_HIv1_PredGene_g22945.t1",541,452,388,393,535,576
"Pocillopora_acuta_HIv1_PredGene_g19730.t1",176,174,109,177,312,200
"Pocillopora_acuta_HIv1_PredGene_g19734.t1",25,5,12,52,18,32
"Pocillopora_acuta_HIv1_PredGene_g19741.t1",493,313,357,347,571,479
"Pocillopora_acuta_HIv1_PredGene_g19743.t1",95,73,54,98,144,101
"Pocillopora_acuta_HIv1_PredGene_g19744.t1",270,279,279,305,610,349
"Pocillopora_acuta_HIv1_PredGene_g7632.t1",677,542,586,107,85,113
"Pocillopora_acuta_HIv1_PredGene_g19751.t1",276,310,156,54,64,99
"Pocillopora_acuta_HIv1_PredGene_g19752.t1",187,77,138,13,23,21
"Pocillopora_acuta_HIv1_PredGene_g19790.t1",138,133,113,163,213,215
"Pocillopora_acuta_HIv1_PredGene_g19791.t1",154,128,135,48,55,62
"Pocillopora_acuta_HIv1_PredGene_g7637.t1",171,197,146,134,288,229
"Pocillopora_acuta_HIv1_PredGene_613_t",171,197,146,134,288,229
"Pocillopora_acuta_HIv1_PredGene_g19795.t2",297,291,288,26,15,37
"Pocillopora_acuta_HIv1_PredGene_g19795.t1",297,291,288,26,15,37
"Pocillopora_acuta_HIv1_PredGene_g19795.t3",297,291,288,26,15,37
"Pocillopora_acuta_HIv1_PredGene_g19800.t1",158,148,129,36,48,74
"Pocillopora_acuta_HIv1_PredGene_g19807.t1",112,55,52,15,21,19
"Pocillopora_acuta_HIv1_PredGene_g19812.t2",2040,2192,1984,195,203,185
"Pocillopora_acuta_HIv1_PredGene_g19812.t1",2040,2192,1984,195,203,185
"Pocillopora_acuta_HIv1_PredGene_g19815.t1",232,188,140,394,282,388
"Pocillopora_acuta_HIv1_PredGene_g19817.t1",100,95,64,125,109,137
"Pocillopora_acuta_HIv1_PredGene_g19821.t1",27,0,14,63,23,58
"Pocillopora_acuta_HIv1_PredGene_g19822.t1",211,80,81,179,168,192
"Pocillopora_acuta_HIv1_PredGene_g19824.t1",98,93,126,116,177,107
"Pocillopora_acuta_HIv1_PredGene_g19825.t1",972,1143,1092,1570,2487,1962
"Pocillopora_acuta_HIv1_PredGene_g7640.t2",469,408,375,144,181,120
"Pocillopora_acuta_HIv1_PredGene_g7640.t1",469,408,375,144,181,120
"Pocillopora_acuta_HIv1_PredGene_g7644.t3",59,60,74,11,14,18
"Pocillopora_acuta_HIv1_PredGene_g7644.t2",59,60,74,11,14,18
"Pocillopora_acuta_HIv1_PredGene_g7644.t1",59,60,74,11,14,18
"Pocillopora_acuta_HIv1_PredGene_g19843.t1",25,50,31,42,96,58
"Pocillopora_acuta_HIv1_PredGene_g19852.t1",10,8,8,15,21,17
"Pocillopora_acuta_HIv1_PredGene_g19857.t1",19,0,16,23,90,25
"Pocillopora_acuta_HIv1_PredGene_g19856.t1",18,20,9,30,50,49
"Pocillopora_acuta_HIv1_PredGene_g7647.t1",425,351,282,91,162,120
"Pocillopora_acuta_HIv1_PredGene_g19875.t2",65,54,65,48,94,107
"Pocillopora_acuta_HIv1_PredGene_g19875.t1",65,54,65,48,94,107
"Pocillopora_acuta_HIv1_PredGene_g26791.t1",500,656,569,117,176,187
"Pocillopora_acuta_HIv1_PredGene_g26805.t1",210,145,173,62,56,69
"Pocillopora_acuta_HIv1_PredGene_g7641.t1",4504,3814,3022,3328,3588,3772
"Pocillopora_acuta_HIv1_PredGene_g26812.t1",173,134,113,114,160,176
"Pocillopora_acuta_HIv1_PredGene_g26833.t1",147,167,164,119,187,296
"Pocillopora_acuta_HIv1_PredGene_g26837.t1",2155,1385,1500,769,554,650
"Pocillopora_acuta_HIv1_PredGene_g26839.t1",80,114,41,113,114,111
"Pocillopora_acuta_HIv1_PredGene_6767_t",80,114,41,113,114,111
"Pocillopora_acuta_HIv1_PredGene_g26841.t1",188,265,232,300,414,412
"Pocillopora_acuta_HIv1_PredGene_g7650.t1",148,100,88,18,27,37
"Pocillopora_acuta_HIv1_PredGene_g26847.t1",549,481,467,453,513,460
"Pocillopora_acuta_HIv1_PredGene_g26851.t1",49,69,47,70,110,98
"Pocillopora_acuta_HIv1_PredGene_g26854.t1",564,399,312,330,700,445
"Pocillopora_acuta_HIv1_PredGene_g26855.t1",366,270,309,482,1331,995
"Pocillopora_acuta_HIv1_PredGene_g26858.t1",222,256,214,44,45,65
"Pocillopora_acuta_HIv1_PredGene_g26859.t1",94,117,95,207,456,321
"Pocillopora_acuta_HIv1_PredGene_g26860.t1",252,215,451,588,795,1136
"Pocillopora_acuta_HIv1_PredGene_g26861.t1",3,0,0,117,105,166
"Pocillopora_acuta_HIv1_PredGene_g26862.t1",221,254,417,435,468,785
"Pocillopora_acuta_HIv1_PredGene_g26864.t1",494,757,571,84,86,88
"Pocillopora_acuta_HIv1_PredGene_g26868.t1",902,720,655,1017,1065,1019
"Pocillopora_acuta_HIv1_PredGene_g26870.t1",295,418,362,477,699,598
"Pocillopora_acuta_HIv1_PredGene_g7651.t1",550,514,475,438,512,522
"Pocillopora_acuta_HIv1_PredGene_627_t",550,514,475,438,512,522
"Pocillopora_acuta_HIv1_PredGene_g26886.t1",2961,2954,2552,2593,2567,2779
"Pocillopora_acuta_HIv1_PredGene_g26887.t1",1104,1087,1135,826,1041,1140
"Pocillopora_acuta_HIv1_PredGene_g26887.t3",1104,1087,1135,826,1041,1140
"Pocillopora_acuta_HIv1_PredGene_g26887.t2",1104,1087,1135,826,1041,1140
"Pocillopora_acuta_HIv1_PredGene_g7652.t1",248,200,241,70,83,67
"Pocillopora_acuta_HIv1_PredGene_g26893.t1",1137,758,576,1066,1007,1017
"Pocillopora_acuta_HIv1_PredGene_g26895.t1",416,363,394,465,578,552
"Pocillopora_acuta_HIv1_PredGene_g26898.t1",113,70,76,84,100,101
"Pocillopora_acuta_HIv1_PredGene_g7655.t1",20,16,13,124,98,97
"Pocillopora_acuta_HIv1_PredGene_632_t",20,16,13,124,98,97
"Pocillopora_acuta_HIv1_PredGene_g26903.t1",1909,1386,1217,1347,1501,1340
"Pocillopora_acuta_HIv1_PredGene_g26906.t1",5933,4835,4485,1322,1581,1771
"Pocillopora_acuta_HIv1_PredGene_g26913.t1",1021,736,764,291,416,446
"Pocillopora_acuta_HIv1_PredGene_g26924.t1",2042,1416,1559,599,519,594
"Pocillopora_acuta_HIv1_PredGene_g26925.t1",104,68,76,18,16,15
"Pocillopora_acuta_HIv1_PredGene_g26926.t1",563,366,515,168,162,166
"Pocillopora_acuta_HIv1_PredGene_g7010.t1",80,147,83,17,12,14
"Pocillopora_acuta_HIv1_PredGene_g7657.t1",1443,1241,1213,566,545,505
"Pocillopora_acuta_HIv1_PredGene_g26953.t1",349,370,303,119,154,161
"Pocillopora_acuta_HIv1_PredGene_638_t",153,127,138,31,34,52
"Pocillopora_acuta_HIv1_PredGene_g7659.t1",153,127,138,31,34,52
"Pocillopora_acuta_HIv1_PredGene_g26958.t1",285,321,262,268,288,300
"Pocillopora_acuta_HIv1_PredGene_g26957.t1",2628,2939,2273,2204,3135,2848
"Pocillopora_acuta_HIv1_PredGene_g26959.t1",246,166,173,59,36,43
"Pocillopora_acuta_HIv1_PredGene_g20424.t1",418,324,362,264,535,453
"Pocillopora_acuta_HIv1_PredGene_g20429.t1",801,567,407,1063,1165,1012
"Pocillopora_acuta_HIv1_PredGene_g20430.t1",120,122,63,9,23,6
"Pocillopora_acuta_HIv1_PredGene_g20437.t1",158,146,85,146,146,153
"Pocillopora_acuta_HIv1_PredGene_g20447.t1",215,190,142,216,393,244
"Pocillopora_acuta_HIv1_PredGene_g7662.t1",137,91,71,34,20,31
"Pocillopora_acuta_HIv1_PredGene_g20455.t1",1135,1110,930,213,299,305
"Pocillopora_acuta_HIv1_PredGene_g7664.t1",1213,1256,1129,1070,1116,1217
"Pocillopora_acuta_HIv1_PredGene_g20472.t1",803,534,530,778,844,694
"Pocillopora_acuta_HIv1_PredGene_644_t",29,51,32,38,69,61
"Pocillopora_acuta_HIv1_PredGene_g7665.t1",29,51,32,38,69,61
"Pocillopora_acuta_HIv1_PredGene_g20486.t2",606,270,328,467,617,452
"Pocillopora_acuta_HIv1_PredGene_g20486.t1",606,270,328,467,617,452
"Pocillopora_acuta_HIv1_PredGene_6965_t",1759,1455,1341,535,671,563
"Pocillopora_acuta_HIv1_PredGene_g20490.t1",1759,1455,1341,535,671,563
"Pocillopora_acuta_HIv1_PredGene_g20491.t1",116,115,142,38,41,55
"Pocillopora_acuta_HIv1_PredGene_6966_t",116,115,142,38,41,55
"Pocillopora_acuta_HIv1_PredGene_g20502.t1",433,484,392,179,179,194
"Pocillopora_acuta_HIv1_PredGene_g20512.t1",100,54,130,94,178,192
"Pocillopora_acuta_HIv1_PredGene_g20516.t1",262,222,198,52,21,48
"Pocillopora_acuta_HIv1_PredGene_g20521.t1",471,464,467,138,192,242
"Pocillopora_acuta_HIv1_PredGene_g20522.t1",23,30,35,46,54,38
"Pocillopora_acuta_HIv1_PredGene_g20534.t1",825,605,652,254,248,338
"Pocillopora_acuta_HIv1_PredGene_7004_t",266,276,281,84,75,99
"Pocillopora_acuta_HIv1_PredGene_g20535.t2",266,276,281,84,75,99
"Pocillopora_acuta_HIv1_PredGene_g20535.t1",266,276,281,84,75,99
"Pocillopora_acuta_HIv1_PredGene_g20539.t1",182,174,175,66,73,70
"Pocillopora_acuta_HIv1_PredGene_g20546.t1",28,65,47,45,139,79
"Pocillopora_acuta_HIv1_PredGene_g20551.t1",156,135,135,28,39,25
"Pocillopora_acuta_HIv1_PredGene_g20554.t1",69,50,75,62,107,108
"Pocillopora_acuta_HIv1_PredGene_g20558.t1",39,24,47,35,97,86
"Pocillopora_acuta_HIv1_PredGene_g20564.t1",2971,2271,1884,725,1117,792
"Pocillopora_acuta_HIv1_PredGene_g20569.t1",165,65,156,252,278,319
"Pocillopora_acuta_HIv1_PredGene_g7673.t1",361,176,225,58,71,57
"Pocillopora_acuta_HIv1_PredGene_g20576.t1",159,171,132,232,448,236
"Pocillopora_acuta_HIv1_PredGene_g20578.t1",76,72,53,111,284,176
"Pocillopora_acuta_HIv1_PredGene_g20600.t1",146,144,110,162,146,129
"Pocillopora_acuta_HIv1_PredGene_653_t",1853,1913,1449,582,742,721
"Pocillopora_acuta_HIv1_PredGene_g7675.t2",1853,1913,1449,582,742,721
"Pocillopora_acuta_HIv1_PredGene_g7675.t1",1853,1913,1449,582,742,721
"Pocillopora_acuta_HIv1_PredGene_g20603.t1",260,124,275,32,7,37
"Pocillopora_acuta_HIv1_PredGene_g20610.t1",3194,3222,2446,1014,836,873
"Pocillopora_acuta_HIv1_PredGene_g20615.t1",2921,2806,2624,470,482,532
"Pocillopora_acuta_HIv1_PredGene_g7677.t1",314,316,315,347,308,319
"Pocillopora_acuta_HIv1_PredGene_g21481.t1",138,101,206,19,29,52
"Pocillopora_acuta_HIv1_PredGene_g21483.t2",711,786,701,204,207,182
"Pocillopora_acuta_HIv1_PredGene_g21483.t1",711,786,701,204,207,182
"Pocillopora_acuta_HIv1_PredGene_g21489.t1",9,14,4,41,34,39
"Pocillopora_acuta_HIv1_PredGene_g21501.t1",298,264,235,78,68,84
"Pocillopora_acuta_HIv1_PredGene_g21501.t2",298,264,235,78,68,84
"Pocillopora_acuta_HIv1_PredGene_7106_t",298,264,235,78,68,84
"Pocillopora_acuta_HIv1_PredGene_g21515.t1",135,124,109,21,46,34
"Pocillopora_acuta_HIv1_PredGene_g21530.t1",5,8,2,11,37,16
"Pocillopora_acuta_HIv1_PredGene_g21533.t1",9,19,10,34,51,38
"Pocillopora_acuta_HIv1_PredGene_g21538.t1",543,498,376,177,121,159
"Pocillopora_acuta_HIv1_PredGene_g21539.t1",94,95,89,107,114,151
"Pocillopora_acuta_HIv1_PredGene_g21542.t1",361,267,234,92,102,111
"Pocillopora_acuta_HIv1_PredGene_g21543.t1",563,446,372,200,190,186
"Pocillopora_acuta_HIv1_PredGene_g21548.t1",1100,732,835,1449,1354,1758
"Pocillopora_acuta_HIv1_PredGene_g21547.t1",1093,844,842,1148,1382,1676
"Pocillopora_acuta_HIv1_PredGene_g21554.t1",271,180,243,64,88,85
"Pocillopora_acuta_HIv1_PredGene_g21557.t2",28,36,33,49,96,106
"Pocillopora_acuta_HIv1_PredGene_g21557.t1",28,36,33,49,96,106
"Pocillopora_acuta_HIv1_PredGene_g21566.t1",87,157,86,76,269,171
"Pocillopora_acuta_HIv1_PredGene_g21571.t1",190,184,76,27,50,29
"Pocillopora_acuta_HIv1_PredGene_g21576.t1",472,509,255,52,59,55
"Pocillopora_acuta_HIv1_PredGene_g21575.t1",260,145,164,44,47,51
"Pocillopora_acuta_HIv1_PredGene_g21584.t1",113,152,105,24,29,20
"Pocillopora_acuta_HIv1_PredGene_g21591.t1",361,367,342,68,56,72
"Pocillopora_acuta_HIv1_PredGene_g21593.t1",52,83,39,8,13,6
"Pocillopora_acuta_HIv1_PredGene_g21603.t1",376,330,417,74,52,81
"Pocillopora_acuta_HIv1_PredGene_g21614.t1",215,153,158,22,36,42
"Pocillopora_acuta_HIv1_PredGene_7205_t",215,153,158,22,36,42
"Pocillopora_acuta_HIv1_PredGene_g21615.t1",479,711,605,976,1299,1332
"Pocillopora_acuta_HIv1_PredGene_g21621.t1",868,631,515,176,148,209
"Pocillopora_acuta_HIv1_PredGene_7214_t",18,38,26,3,2,5
"Pocillopora_acuta_HIv1_PredGene_g21622.t1",18,38,26,3,2,5
"Pocillopora_acuta_HIv1_PredGene_g21628.t1",68,93,49,106,122,110
"Pocillopora_acuta_HIv1_PredGene_7220_t",68,93,49,106,122,110
"Pocillopora_acuta_HIv1_PredGene_g21634.t1",36,25,54,108,155,209
"Pocillopora_acuta_HIv1_PredGene_g31621.t1",322,274,304,232,395,370
"Pocillopora_acuta_HIv1_PredGene_g31622.t1",322,274,304,232,395,370
"Pocillopora_acuta_HIv1_PredGene_7233_t",322,274,304,232,395,370
"Pocillopora_acuta_HIv1_PredGene_g31623.t1",534,360,373,536,626,681
"Pocillopora_acuta_HIv1_PredGene_g31626.t1",127,91,93,117,137,98
"Pocillopora_acuta_HIv1_PredGene_g31630.t1",333,152,170,50,31,50
"Pocillopora_acuta_HIv1_PredGene_g31631.t2",1052,377,498,235,170,199
"Pocillopora_acuta_HIv1_PredGene_g31631.t1",1052,377,498,235,170,199
"Pocillopora_acuta_HIv1_PredGene_g31632.t1",70,42,54,14,14,8
"Pocillopora_acuta_HIv1_PredGene_g31637.t1",197,194,145,49,50,92
"Pocillopora_acuta_HIv1_PredGene_g31649.t1",286,266,208,243,284,263
"Pocillopora_acuta_HIv1_PredGene_g7692.t1",98,76,117,84,200,127
"Pocillopora_acuta_HIv1_PredGene_g31652.t1",3039,1186,1047,4516,1850,2056
"Pocillopora_acuta_HIv1_PredGene_g31654.t1",991,806,878,792,836,945
"Pocillopora_acuta_HIv1_PredGene_7264_t",72,109,141,198,224,256
"Pocillopora_acuta_HIv1_PredGene_g31657.t1",72,109,141,198,224,256
"Pocillopora_acuta_HIv1_PredGene_g31661.t1",379,375,399,536,874,688
"Pocillopora_acuta_HIv1_PredGene_g31665.t1",161,115,148,31,54,41
"Pocillopora_acuta_HIv1_PredGene_g31666.t1",162,232,163,43,31,56
"Pocillopora_acuta_HIv1_PredGene_g31669.t2",241,291,340,55,65,93
"Pocillopora_acuta_HIv1_PredGene_g31669.t1",241,291,340,55,65,93
"Pocillopora_acuta_HIv1_PredGene_g31673.t1",232,147,166,71,69,62
"Pocillopora_acuta_HIv1_PredGene_g31682.t1",12,6,8,19,27,27
"Pocillopora_acuta_HIv1_PredGene_g31697.t1",141,98,92,23,31,24
"Pocillopora_acuta_HIv1_PredGene_g31703.t1",131,44,101,24,16,26
"Pocillopora_acuta_HIv1_PredGene_g31709.t1",595,836,842,670,1536,1116
"Pocillopora_acuta_HIv1_PredGene_g31709.t2",595,836,842,670,1536,1116
"Pocillopora_acuta_HIv1_PredGene_g31712.t1",123,245,166,190,368,309
"Pocillopora_acuta_HIv1_PredGene_g31714.t1",44,77,68,72,106,125
"Pocillopora_acuta_HIv1_PredGene_g7701.t1",477,360,623,75,49,84
"Pocillopora_acuta_HIv1_PredGene_g31721.t1",531,642,542,794,1254,1175
"Pocillopora_acuta_HIv1_PredGene_g7699.t1",90,73,65,58,130,116
"Pocillopora_acuta_HIv1_PredGene_g31732.t1",68,48,33,58,78,61
"Pocillopora_acuta_HIv1_PredGene_g31737.t1",21,52,44,6,5,6
"Pocillopora_acuta_HIv1_PredGene_g7700.t1",79,86,107,10,16,21
"Pocillopora_acuta_HIv1_PredGene_g31746.t1",251,296,270,75,77,75
"Pocillopora_acuta_HIv1_PredGene_g31747.t1",7252,8013,6441,1262,769,1099
"Pocillopora_acuta_HIv1_PredGene_g7702.t1",1368,1084,1063,2403,1658,2816
"Pocillopora_acuta_HIv1_PredGene_g31749.t1",146,103,112,30,43,42
"Pocillopora_acuta_HIv1_PredGene_g31750.t1",342,378,319,354,496,496
"Pocillopora_acuta_HIv1_PredGene_g31751.t1",40,32,32,42,44,53
"Pocillopora_acuta_HIv1_PredGene_g31757.t1",1813,1237,1340,1219,1274,1508
"Pocillopora_acuta_HIv1_PredGene_g31758.t1",605,520,333,154,133,148
"Pocillopora_acuta_HIv1_PredGene_679_t",211,224,190,58,88,94
"Pocillopora_acuta_HIv1_PredGene_g7704.t1",211,224,190,58,88,94
"Pocillopora_acuta_HIv1_PredGene_g31767.t1",99,169,109,23,55,28
"Pocillopora_acuta_HIv1_PredGene_g25531.t1",304,225,315,308,447,344
"Pocillopora_acuta_HIv1_PredGene_g25541.t2",679,727,450,602,852,815
"Pocillopora_acuta_HIv1_PredGene_7389_t",679,727,450,602,852,815
"Pocillopora_acuta_HIv1_PredGene_g25541.t1",679,727,450,602,852,815
"Pocillopora_acuta_HIv1_PredGene_g25545.t1",179,176,189,131,225,232
"Pocillopora_acuta_HIv1_PredGene_g7706.t1",354,415,232,110,136,104
"Pocillopora_acuta_HIv1_PredGene_g25556.t1",754,415,553,677,844,894
"Pocillopora_acuta_HIv1_PredGene_g25560.t1",837,634,586,71,75,88
"Pocillopora_acuta_HIv1_PredGene_g7079.t1",106,48,72,26,14,15
"Pocillopora_acuta_HIv1_PredGene_g25575.t1",270,204,208,53,52,60
"Pocillopora_acuta_HIv1_PredGene_g25583.t1",109,97,67,26,17,27
"Pocillopora_acuta_HIv1_PredGene_g25582.t1",1164,1260,989,1590,1169,1509
"Pocillopora_acuta_HIv1_PredGene_g25584.t1",287,265,318,63,64,75
"Pocillopora_acuta_HIv1_PredGene_g25590.t1",775,606,536,610,724,683
"Pocillopora_acuta_HIv1_PredGene_7433_t",775,606,536,610,724,683
"Pocillopora_acuta_HIv1_PredGene_g25591.t1",775,606,536,610,724,683
"Pocillopora_acuta_HIv1_PredGene_7434_t",657,425,108,902,1618,1416
"Pocillopora_acuta_HIv1_PredGene_g25592.t1",657,425,108,902,1618,1416
"Pocillopora_acuta_HIv1_PredGene_g25598.t1",1,4,1,20,26,15
"Pocillopora_acuta_HIv1_PredGene_7449_t",452,333,267,430,805,588
"Pocillopora_acuta_HIv1_PredGene_g25607.t1",452,333,267,430,805,588
"Pocillopora_acuta_HIv1_PredGene_g25608.t2",674,156,206,89,54,55
"Pocillopora_acuta_HIv1_PredGene_g25608.t1",674,156,206,89,54,55
"Pocillopora_acuta_HIv1_PredGene_g25634.t1",405,570,402,168,155,169
"Pocillopora_acuta_HIv1_PredGene_g25636.t1",483,765,531,199,204,214
"Pocillopora_acuta_HIv1_PredGene_g25648.t1",170,182,139,49,21,39
"Pocillopora_acuta_HIv1_PredGene_g25646.t1",2878,3963,2895,693,732,657
"Pocillopora_acuta_HIv1_PredGene_g25659.t1",6330,8463,5795,353,468,375
"Pocillopora_acuta_HIv1_PredGene_g25659.t2",6330,8463,5795,353,468,375
"Pocillopora_acuta_HIv1_PredGene_g25662.t1",2,6,7,14,48,40
"Pocillopora_acuta_HIv1_PredGene_g25667.t1",455,424,311,373,425,392
"Pocillopora_acuta_HIv1_PredGene_g7974.t1",115,140,79,85,348,186
"Pocillopora_acuta_HIv1_PredGene_g25678.t1",161,141,164,60,37,47
"Pocillopora_acuta_HIv1_PredGene_g25680.t1",233,217,234,49,39,46
"Pocillopora_acuta_HIv1_PredGene_g7975.t1",44,103,20,7,14,5
"Pocillopora_acuta_HIv1_PredGene_g25682.t1",117,78,140,29,31,43
"Pocillopora_acuta_HIv1_PredGene_g25697.t1",596,506,390,709,915,798
"Pocillopora_acuta_HIv1_PredGene_g25707.t1",489,630,514,398,987,662
"Pocillopora_acuta_HIv1_PredGene_g25708.t1",431,305,371,101,96,146
"Pocillopora_acuta_HIv1_PredGene_g25710.t1",166,243,141,36,54,37
"Pocillopora_acuta_HIv1_PredGene_g25711.t1",572,544,446,420,644,698
"Pocillopora_acuta_HIv1_PredGene_g25712.t1",18,29,19,33,44,31
"Pocillopora_acuta_HIv1_PredGene_g25717.t1",482,336,321,348,507,375
"Pocillopora_acuta_HIv1_PredGene_g25720.t1",6531,5665,4024,5250,7900,5484
"Pocillopora_acuta_HIv1_PredGene_g31951.t1",392,421,389,441,1247,741
"Pocillopora_acuta_HIv1_PredGene_g31954.t1",2463,3228,2195,122,70,57
"Pocillopora_acuta_HIv1_PredGene_g31955.t1",323,236,194,88,64,77
"Pocillopora_acuta_HIv1_PredGene_700_t",150,210,173,41,44,42
"Pocillopora_acuta_HIv1_PredGene_g7980.t1",150,210,173,41,44,42
"Pocillopora_acuta_HIv1_PredGene_g31961.t1",395,322,360,403,605,586
"Pocillopora_acuta_HIv1_PredGene_g31962.t1",28,32,31,0,0,0
"Pocillopora_acuta_HIv1_PredGene_g31965.t1",110,108,69,7,26,15
"Pocillopora_acuta_HIv1_PredGene_g31967.t1",229,211,226,85,97,99
"Pocillopora_acuta_HIv1_PredGene_g31975.t1",211,259,287,297,264,281
"Pocillopora_acuta_HIv1_PredGene_g31977.t1",36,25,26,45,64,46
"Pocillopora_acuta_HIv1_PredGene_g31978.t1",16,14,13,24,34,21
"Pocillopora_acuta_HIv1_PredGene_g7983.t1",213,213,203,34,36,65
"Pocillopora_acuta_HIv1_PredGene_g31982.t1",19,24,14,69,70,89
"Pocillopora_acuta_HIv1_PredGene_g31990.t1",419,393,344,354,772,484
"Pocillopora_acuta_HIv1_PredGene_g31993.t1",433,360,320,502,526,422
"Pocillopora_acuta_HIv1_PredGene_g31996.t1",598,424,432,433,644,629
"Pocillopora_acuta_HIv1_PredGene_g31997.t1",1502,1500,1387,1350,1582,1681
"Pocillopora_acuta_HIv1_PredGene_g31998.t2",169,201,200,45,59,61
"Pocillopora_acuta_HIv1_PredGene_g31998.t1",169,201,200,45,59,61
"Pocillopora_acuta_HIv1_PredGene_g32019.t1",573,708,522,416,972,669
"Pocillopora_acuta_HIv1_PredGene_g32020.t1",275,328,221,263,302,332
"Pocillopora_acuta_HIv1_PredGene_g32032.t1",325,498,502,378,1862,1417
"Pocillopora_acuta_HIv1_PredGene_7647_t",25,24,55,57,72,52
"Pocillopora_acuta_HIv1_PredGene_g32046.t1",25,24,55,57,72,52
"Pocillopora_acuta_HIv1_PredGene_g32048.t1",170,186,159,144,212,205
"Pocillopora_acuta_HIv1_PredGene_g32054.t1",1119,890,856,2120,1890,2461
"Pocillopora_acuta_HIv1_PredGene_7655_t",1119,890,856,2120,1890,2461
"Pocillopora_acuta_HIv1_PredGene_g32054.t2",1119,890,856,2120,1890,2461
"Pocillopora_acuta_HIv1_PredGene_g32056.t1",6,25,10,28,45,42
"Pocillopora_acuta_HIv1_PredGene_g32057.t1",44,50,39,10,9,10
"Pocillopora_acuta_HIv1_PredGene_g9185.t1",95,85,105,148,212,192
"Pocillopora_acuta_HIv1_PredGene_g32063.t1",2,0,0,12,16,26
"Pocillopora_acuta_HIv1_PredGene_g32064.t1",5,0,0,14,22,17
"Pocillopora_acuta_HIv1_PredGene_7670_t",951,902,898,1004,1113,1447
"Pocillopora_acuta_HIv1_PredGene_g9191.t1",951,902,898,1004,1113,1447
"Pocillopora_acuta_HIv1_PredGene_g9197.t1",25,22,31,57,78,71
"Pocillopora_acuta_HIv1_PredGene_g9202.t1",7,0,6,25,48,39
"Pocillopora_acuta_HIv1_PredGene_7696_t",26,87,14,0,9,4
"Pocillopora_acuta_HIv1_PredGene_g9217.t1",26,87,14,0,9,4
"Pocillopora_acuta_HIv1_PredGene_g9220.t1",10,4,17,27,16,49
"Pocillopora_acuta_HIv1_PredGene_g7991.t1",876,552,796,124,136,148
"Pocillopora_acuta_HIv1_PredGene_g9231.t1",144,97,117,156,130,201
"Pocillopora_acuta_HIv1_PredGene_g9239.t1",273,159,208,61,32,60
"Pocillopora_acuta_HIv1_PredGene_7718_t",273,159,208,61,32,60
"Pocillopora_acuta_HIv1_PredGene_g9242.t1",483,493,428,509,635,640
"Pocillopora_acuta_HIv1_PredGene_g9243.t1",384,447,295,303,464,441
"Pocillopora_acuta_HIv1_PredGene_g9245.t1",436,397,405,154,182,168
"Pocillopora_acuta_HIv1_PredGene_g9247.t1",94,35,40,37,111,145
"Pocillopora_acuta_HIv1_PredGene_g9253.t1",3,0,2,17,28,16
"Pocillopora_acuta_HIv1_PredGene_g9256.t1",89,51,42,13,8,20
"Pocillopora_acuta_HIv1_PredGene_g7999.t1",108,84,94,220,190,172
"Pocillopora_acuta_HIv1_PredGene_g9266.t1",820,543,508,541,695,734
"Pocillopora_acuta_HIv1_PredGene_g9273.t2",717,632,611,163,254,275
