"","X1041.gtf","X1471.gtf","X1637.gtf","Sample1.gtf","Sample2.gtf","Sample3.gtf"
"Pocillopora_acuta_HIv1_PredGene_g24644.t1",609,348,207,120,64,56
"Pocillopora_acuta_HIv1_PredGene_g24665.t1",37,22,23,40,46,42
"Pocillopora_acuta_HIv1_PredGene_g24691.t1",6,24,7,19,48,42
"Pocillopora_acuta_HIv1_PredGene_g16989.t1",4432,3044,2719,1138,926,1027
"Pocillopora_acuta_HIv1_PredGene_g15726.t1",243,266,231,64,86,77
"Pocillopora_acuta_HIv1_PredGene_g15728.t1",155,111,103,184,187,214
"Pocillopora_acuta_HIv1_PredGene_g15728.t2",155,111,103,184,187,214
"Pocillopora_acuta_HIv1_PredGene_g15746.t1",1145,1006,807,363,473,451
"Pocillopora_acuta_HIv1_PredGene_g15749.t2",143,324,84,24,62,23
"Pocillopora_acuta_HIv1_PredGene_g15749.t1",143,324,84,24,62,23
"Pocillopora_acuta_HIv1_PredGene_g15753.t1",1292,1615,1185,283,467,387
"Pocillopora_acuta_HIv1_PredGene_g15753.t2",1292,1615,1185,283,467,387
"Pocillopora_acuta_HIv1_PredGene_g15757.t3",12,4,17,34,38,48
"Pocillopora_acuta_HIv1_PredGene_g15757.t1",12,4,17,34,38,48
"Pocillopora_acuta_HIv1_PredGene_g15757.t2",12,4,17,34,38,48
"Pocillopora_acuta_HIv1_PredGene_g19418.t2",204,252,198,33,41,40
"Pocillopora_acuta_HIv1_PredGene_g19418.t1",204,252,198,33,41,40
"Pocillopora_acuta_HIv1_PredGene_g19418.t3",204,252,198,33,41,40
"Pocillopora_acuta_HIv1_PredGene_g19421.t1",112,157,100,150,186,207
"Pocillopora_acuta_HIv1_PredGene_g19420.t1",802,971,643,641,982,801
"Pocillopora_acuta_HIv1_PredGene_g19429.t1",171,121,183,53,53,42
"Pocillopora_acuta_HIv1_PredGene_g19434.t1",190,155,150,227,166,185
"Pocillopora_acuta_HIv1_PredGene_g19437.t1",877,851,779,1295,2506,2170
"Pocillopora_acuta_HIv1_PredGene_g19442.t1",2537,1827,1713,1669,2406,1915
"Pocillopora_acuta_HIv1_PredGene_g19443.t2",833,717,665,843,1662,1288
"Pocillopora_acuta_HIv1_PredGene_g19443.t1",833,717,665,843,1662,1288
"Pocillopora_acuta_HIv1_PredGene_g19446.t1",570,292,337,126,113,120
"Pocillopora_acuta_HIv1_PredGene_g19456.t1",1074,874,724,807,964,852
"Pocillopora_acuta_HIv1_PredGene_g19457.t1",249,230,209,80,54,103
"Pocillopora_acuta_HIv1_PredGene_g19473.t1",117,127,143,139,303,234
"Pocillopora_acuta_HIv1_PredGene_g16998.t1",412,341,419,104,158,111
"Pocillopora_acuta_HIv1_PredGene_g30445.t1",550,481,479,399,541,600
"Pocillopora_acuta_HIv1_PredGene_g30450.t1",767,741,725,665,886,893
"Pocillopora_acuta_HIv1_PredGene_g30452.t1",6062,7190,5759,504,393,591
"Pocillopora_acuta_HIv1_PredGene_g30453.t1",718,495,419,643,548,571
"Pocillopora_acuta_HIv1_PredGene_g30456.t1",11,19,16,24,37,51
"Pocillopora_acuta_HIv1_PredGene_g17000.t1",9,16,22,24,27,48
"Pocillopora_acuta_HIv1_PredGene_g30460.t1",141,38,118,30,8,15
"Pocillopora_acuta_HIv1_PredGene_g30461.t1",134,88,140,32,45,47
"Pocillopora_acuta_HIv1_PredGene_24922_t",134,88,140,32,45,47
"Pocillopora_acuta_HIv1_PredGene_g30462.t1",589,540,485,68,86,119
"Pocillopora_acuta_HIv1_PredGene_g30463.t1",1295,1378,1240,435,506,524
"Pocillopora_acuta_HIv1_PredGene_g30481.t1",569,286,307,621,1464,1137
"Pocillopora_acuta_HIv1_PredGene_g11832.t1",311,170,198,57,33,48
"Pocillopora_acuta_HIv1_PredGene_g11833.t1",382,444,276,380,733,588
"Pocillopora_acuta_HIv1_PredGene_g11834.t2",984,660,936,304,225,277
"Pocillopora_acuta_HIv1_PredGene_g11834.t1",984,660,936,304,225,277
"Pocillopora_acuta_HIv1_PredGene_2375_t",630,638,467,808,1273,1085
"Pocillopora_acuta_HIv1_PredGene_g17002.t1",630,638,467,808,1273,1085
"Pocillopora_acuta_HIv1_PredGene_g11836.t1",68,143,126,39,19,31
"Pocillopora_acuta_HIv1_PredGene_g11835.t1",1512,1576,1125,324,344,351
"Pocillopora_acuta_HIv1_PredGene_24968_t",157,125,146,137,315,224
"Pocillopora_acuta_HIv1_PredGene_g11844.t1",157,125,146,137,315,224
"Pocillopora_acuta_HIv1_PredGene_g11864.t1",593,744,513,524,635,645
"Pocillopora_acuta_HIv1_PredGene_g11869.t1",163,213,213,58,68,68
"Pocillopora_acuta_HIv1_PredGene_g11872.t1",301,299,245,104,94,87
"Pocillopora_acuta_HIv1_PredGene_g7230.t1",532,500,344,137,144,144
"Pocillopora_acuta_HIv1_PredGene_g11874.t3",1064,905,1085,335,362,386
"Pocillopora_acuta_HIv1_PredGene_g11874.t1",1064,905,1085,335,362,386
"Pocillopora_acuta_HIv1_PredGene_g11874.t2",1064,905,1085,335,362,386
"Pocillopora_acuta_HIv1_PredGene_g11880.t1",349,321,264,482,688,537
"Pocillopora_acuta_HIv1_PredGene_25002_t",349,321,264,482,688,537
"Pocillopora_acuta_HIv1_PredGene_g11881.t1",1189,1087,832,1231,1430,1435
"Pocillopora_acuta_HIv1_PredGene_g12931.t1",482,201,327,443,500,495
"Pocillopora_acuta_HIv1_PredGene_g12940.t1",13,5,10,65,8,88
"Pocillopora_acuta_HIv1_PredGene_g12942.t1",14,0,13,107,29,139
"Pocillopora_acuta_HIv1_PredGene_25019_t",14,0,13,107,29,139
"Pocillopora_acuta_HIv1_PredGene_g12947.t1",392,183,299,403,224,491
"Pocillopora_acuta_HIv1_PredGene_g12953.t1",19,6,24,56,17,59
"Pocillopora_acuta_HIv1_PredGene_g12969.t1",338,280,211,347,535,407
"Pocillopora_acuta_HIv1_PredGene_g12974.t1",48,31,29,60,89,95
"Pocillopora_acuta_HIv1_PredGene_g17013.t1",423,349,277,373,539,395
"Pocillopora_acuta_HIv1_PredGene_g12998.t1",238,172,202,38,57,52
"Pocillopora_acuta_HIv1_PredGene_g17014.t1",298,309,258,71,92,94
"Pocillopora_acuta_HIv1_PredGene_g13002.t1",539,215,238,52,26,56
"Pocillopora_acuta_HIv1_PredGene_g13005.t1",725,913,830,1012,1873,1771
"Pocillopora_acuta_HIv1_PredGene_g17015.t1",172,124,102,20,21,25
"Pocillopora_acuta_HIv1_PredGene_g13013.t1",9,8,12,25,20,36
"Pocillopora_acuta_HIv1_PredGene_25089_t",9,8,12,25,20,36
"Pocillopora_acuta_HIv1_PredGene_g13017.t3",224,113,195,44,22,54
"Pocillopora_acuta_HIv1_PredGene_g13017.t2",224,113,195,44,22,54
"Pocillopora_acuta_HIv1_PredGene_g13017.t1",224,113,195,44,22,54
"Pocillopora_acuta_HIv1_PredGene_g13021.t1",242,261,201,75,83,82
"Pocillopora_acuta_HIv1_PredGene_g27277.t1",22,6,11,41,66,72
"Pocillopora_acuta_HIv1_PredGene_g27283.t1",94,62,95,104,93,99
"Pocillopora_acuta_HIv1_PredGene_g17018.t1",85,98,104,7,14,19
"Pocillopora_acuta_HIv1_PredGene_g27286.t1",342,479,406,84,129,73
"Pocillopora_acuta_HIv1_PredGene_g27287.t1",328,270,292,55,94,68
"Pocillopora_acuta_HIv1_PredGene_g27288.t1",170,204,181,29,39,62
"Pocillopora_acuta_HIv1_PredGene_g17019.t1",505,218,372,123,61,131
"Pocillopora_acuta_HIv1_PredGene_g27295.t1",192,134,118,174,140,167
"Pocillopora_acuta_HIv1_PredGene_g27297.t1",806,620,600,302,290,307
"Pocillopora_acuta_HIv1_PredGene_g27298.t2",889,584,657,868,1147,1107
"Pocillopora_acuta_HIv1_PredGene_g27298.t1",889,584,657,868,1147,1107
"Pocillopora_acuta_HIv1_PredGene_g27302.t1",47,30,42,61,121,117
"Pocillopora_acuta_HIv1_PredGene_g17020.t1",339,158,321,74,46,103
"Pocillopora_acuta_HIv1_PredGene_g27308.t1",83,22,57,7,12,0
"Pocillopora_acuta_HIv1_PredGene_g27312.t1",31,19,15,4,0,2
"Pocillopora_acuta_HIv1_PredGene_g27318.t1",57,91,60,18,16,18
"Pocillopora_acuta_HIv1_PredGene_g3709.t1",11,7,8,22,23,28
"Pocillopora_acuta_HIv1_PredGene_g3738.t1",60,49,29,49,78,62
"Pocillopora_acuta_HIv1_PredGene_g3739.t1",82,56,98,114,193,161
"Pocillopora_acuta_HIv1_PredGene_g3745.t1",150,177,195,46,66,72
"Pocillopora_acuta_HIv1_PredGene_g3747.t1",56,61,56,0,15,12
"Pocillopora_acuta_HIv1_PredGene_g3751.t1",294,318,223,73,85,75
"Pocillopora_acuta_HIv1_PredGene_g3752.t1",128,259,54,12,24,18
"Pocillopora_acuta_HIv1_PredGene_g3754.t1",1132,2152,686,226,388,221
"Pocillopora_acuta_HIv1_PredGene_g3761.t1",485,686,313,610,857,493
"Pocillopora_acuta_HIv1_PredGene_g3770.t1",1997,1697,1272,296,252,255
"Pocillopora_acuta_HIv1_PredGene_g17027.t1",440,288,376,82,54,78
"Pocillopora_acuta_HIv1_PredGene_g3778.t1",98,89,109,24,15,13
"Pocillopora_acuta_HIv1_PredGene_g8712.t1",99,85,77,27,26,23
"Pocillopora_acuta_HIv1_PredGene_g8714.t1",171,132,162,44,63,66
"Pocillopora_acuta_HIv1_PredGene_g8715.t1",53,23,83,57,118,132
"Pocillopora_acuta_HIv1_PredGene_g17029.t1",13,15,13,19,25,31
"Pocillopora_acuta_HIv1_PredGene_g8719.t1",150,119,42,22,23,26
"Pocillopora_acuta_HIv1_PredGene_g8720.t1",940,1017,776,871,999,873
"Pocillopora_acuta_HIv1_PredGene_25222_t",940,1017,776,871,999,873
"Pocillopora_acuta_HIv1_PredGene_g8743.t1",565,683,624,555,824,744
"Pocillopora_acuta_HIv1_PredGene_g17032.t1",263,96,254,59,46,73
"Pocillopora_acuta_HIv1_PredGene_g8760.t1",3,7,0,16,32,11
"Pocillopora_acuta_HIv1_PredGene_g8761.t1",202,156,142,35,76,69
"Pocillopora_acuta_HIv1_PredGene_g17031.t1",147,75,130,36,11,26
"Pocillopora_acuta_HIv1_PredGene_g8772.t1",733,983,558,853,913,941
"Pocillopora_acuta_HIv1_PredGene_g8773.t1",315,250,218,68,61,55
"Pocillopora_acuta_HIv1_PredGene_g27247.t1",521,536,434,440,932,641
"Pocillopora_acuta_HIv1_PredGene_g27254.t1",43,69,69,71,88,90
"Pocillopora_acuta_HIv1_PredGene_g27257.t1",5,2,3,15,17,19
"Pocillopora_acuta_HIv1_PredGene_g17035.t1",156,100,92,108,161,136
"Pocillopora_acuta_HIv1_PredGene_g27271.t1",30,167,47,8,20,11
"Pocillopora_acuta_HIv1_PredGene_g13625.t1",466,489,471,469,579,575
"Pocillopora_acuta_HIv1_PredGene_g13626.t1",1550,1282,987,1505,1549,1534
"Pocillopora_acuta_HIv1_PredGene_g13627.t1",720,834,562,730,954,870
"Pocillopora_acuta_HIv1_PredGene_25309_t",720,834,562,730,954,870
"Pocillopora_acuta_HIv1_PredGene_g13628.t1",428,273,246,360,964,733
"Pocillopora_acuta_HIv1_PredGene_g13634.t1",270,359,345,108,91,89
"Pocillopora_acuta_HIv1_PredGene_g13635.t1",397,255,193,275,357,380
"Pocillopora_acuta_HIv1_PredGene_g13636.t1",3305,3876,3321,789,969,1284
"Pocillopora_acuta_HIv1_PredGene_g13638.t1",799,1034,823,995,1401,1259
"Pocillopora_acuta_HIv1_PredGene_g29371.t1",954,772,577,1356,1460,1442
"Pocillopora_acuta_HIv1_PredGene_g29371.t2",954,772,577,1356,1460,1442
"Pocillopora_acuta_HIv1_PredGene_g5430.t1",43,21,31,45,76,40
"Pocillopora_acuta_HIv1_PredGene_g5436.t1",234,184,269,177,356,294
"Pocillopora_acuta_HIv1_PredGene_g5438.t1",1110,673,674,240,139,143
"Pocillopora_acuta_HIv1_PredGene_g5437.t1",1301,1829,1167,2197,2380,2243
"Pocillopora_acuta_HIv1_PredGene_g5441.t1",170,194,191,68,59,73
"Pocillopora_acuta_HIv1_PredGene_g5457.t2",148,131,170,200,205,232
"Pocillopora_acuta_HIv1_PredGene_g5457.t1",148,131,170,200,205,232
"Pocillopora_acuta_HIv1_PredGene_g17042.t1",21,19,13,0,0,0
"Pocillopora_acuta_HIv1_PredGene_g5471.t1",195,174,150,44,56,45
"Pocillopora_acuta_HIv1_PredGene_g29184.t1",133,110,90,36,24,46
"Pocillopora_acuta_HIv1_PredGene_g29184.t2",133,110,90,36,24,46
"Pocillopora_acuta_HIv1_PredGene_g29185.t1",1403,1531,1199,1103,1428,1356
"Pocillopora_acuta_HIv1_PredGene_g29188.t1",457,344,344,67,118,108
"Pocillopora_acuta_HIv1_PredGene_g29204.t1",5991,5102,4744,6324,5875,6786
"Pocillopora_acuta_HIv1_PredGene_g29207.t1",276,278,226,341,464,477
"Pocillopora_acuta_HIv1_PredGene_g29213.t2",391,410,315,133,141,138
"Pocillopora_acuta_HIv1_PredGene_g29213.t1",391,410,315,133,141,138
"Pocillopora_acuta_HIv1_PredGene_g29214.t1",244,169,182,62,60,49
"Pocillopora_acuta_HIv1_PredGene_g29215.t1",265,326,266,114,108,118
"Pocillopora_acuta_HIv1_PredGene_g29215.t2",265,326,266,114,108,118
"Pocillopora_acuta_HIv1_PredGene_g17045.t1",865,629,441,635,702,639
"Pocillopora_acuta_HIv1_PredGene_g30560.t1",555,732,423,187,208,218
"Pocillopora_acuta_HIv1_PredGene_25421_t",283,326,225,55,74,80
"Pocillopora_acuta_HIv1_PredGene_g30561.t1",283,326,225,55,74,80
"Pocillopora_acuta_HIv1_PredGene_g30563.t1",2412,2690,2070,894,1279,1160
"Pocillopora_acuta_HIv1_PredGene_g17047.t1",399,368,246,57,27,45
"Pocillopora_acuta_HIv1_PredGene_g30568.t1",952,676,659,782,1216,1054
"Pocillopora_acuta_HIv1_PredGene_g30567.t1",75,92,111,86,124,141
"Pocillopora_acuta_HIv1_PredGene_g30570.t1",887,892,756,273,437,401
"Pocillopora_acuta_HIv1_PredGene_g30570.t2",887,892,756,273,437,401
"Pocillopora_acuta_HIv1_PredGene_25429_t",887,892,756,273,437,401
"Pocillopora_acuta_HIv1_PredGene_g17048.t1",16746,16391,15928,2235,2093,2577
"Pocillopora_acuta_HIv1_PredGene_g30578.t1",37,27,26,47,46,60
"Pocillopora_acuta_HIv1_PredGene_g30578.t2",37,27,26,47,46,60
"Pocillopora_acuta_HIv1_PredGene_25437_t",37,27,26,47,46,60
"Pocillopora_acuta_HIv1_PredGene_25436_t",37,27,26,47,46,60
"Pocillopora_acuta_HIv1_PredGene_g30581.t1",679,431,410,450,646,661
"Pocillopora_acuta_HIv1_PredGene_g30580.t1",442,382,402,142,140,144
"Pocillopora_acuta_HIv1_PredGene_g30580.t2",442,382,402,142,140,144
"Pocillopora_acuta_HIv1_PredGene_g30585.t1",402,369,259,121,138,103
"Pocillopora_acuta_HIv1_PredGene_g30587.t1",428,269,288,271,402,385
"Pocillopora_acuta_HIv1_PredGene_g30591.t1",422,455,445,85,106,124
"Pocillopora_acuta_HIv1_PredGene_g30595.t1",296,330,368,84,106,148
"Pocillopora_acuta_HIv1_PredGene_g30598.t1",101,87,84,83,134,112
"Pocillopora_acuta_HIv1_PredGene_g30601.t1",3803,1858,3167,407,309,545
"Pocillopora_acuta_HIv1_PredGene_g30608.t1",194,151,175,185,212,241
"Pocillopora_acuta_HIv1_PredGene_g30608.t2",194,151,175,185,212,241
"Pocillopora_acuta_HIv1_PredGene_g30609.t1",84,186,108,15,25,15
"Pocillopora_acuta_HIv1_PredGene_g30611.t1",49,70,79,16,17,16
"Pocillopora_acuta_HIv1_PredGene_g30615.t1",365,207,296,79,83,148
"Pocillopora_acuta_HIv1_PredGene_g20777.t1",614,511,301,463,699,592
"Pocillopora_acuta_HIv1_PredGene_g20779.t1",57,91,70,95,98,99
"Pocillopora_acuta_HIv1_PredGene_g17054.t1",313,227,247,112,63,104
"Pocillopora_acuta_HIv1_PredGene_g20789.t1",7,0,0,38,11,38
"Pocillopora_acuta_HIv1_PredGene_g20796.t1",5,0,0,461,609,1583
"Pocillopora_acuta_HIv1_PredGene_g20798.t1",2,3,7,20,25,20
"Pocillopora_acuta_HIv1_PredGene_g20803.t1",7,4,7,21,42,42
"Pocillopora_acuta_HIv1_PredGene_25508_t",81,73,96,132,390,298
"Pocillopora_acuta_HIv1_PredGene_g20807.t1",81,73,96,132,390,298
"Pocillopora_acuta_HIv1_PredGene_g20812.t1",91,128,84,15,28,21
"Pocillopora_acuta_HIv1_PredGene_g20822.t1",646,680,572,250,319,274
"Pocillopora_acuta_HIv1_PredGene_g20822.t2",646,680,572,250,319,274
"Pocillopora_acuta_HIv1_PredGene_25524_t",375,322,372,33,37,79
"Pocillopora_acuta_HIv1_PredGene_g20827.t1",375,322,372,33,37,79
"Pocillopora_acuta_HIv1_PredGene_g20828.t1",495,361,361,137,150,181
"Pocillopora_acuta_HIv1_PredGene_g11402.t1",230,173,155,164,218,206
"Pocillopora_acuta_HIv1_PredGene_g11403.t1",1098,1103,860,1129,1402,1303
"Pocillopora_acuta_HIv1_PredGene_g11408.t1",175,214,133,46,61,61
"Pocillopora_acuta_HIv1_PredGene_g11420.t1",9,5,11,34,47,48
"Pocillopora_acuta_HIv1_PredGene_g11421.t1",13,16,8,30,30,21
"Pocillopora_acuta_HIv1_PredGene_g11424.t1",472,543,443,137,159,188
"Pocillopora_acuta_HIv1_PredGene_g11435.t1",73,23,68,87,52,142
"Pocillopora_acuta_HIv1_PredGene_g17062.t1",145,162,164,250,331,390
"Pocillopora_acuta_HIv1_PredGene_g17063.t1",47,66,40,68,99,61
"Pocillopora_acuta_HIv1_PredGene_g28402.t1",157,168,202,57,51,55
"Pocillopora_acuta_HIv1_PredGene_g28406.t1",355,398,353,71,106,78
"Pocillopora_acuta_HIv1_PredGene_g28407.t1",237,169,141,280,309,340
"Pocillopora_acuta_HIv1_PredGene_g28408.t1",80,48,117,19,10,12
"Pocillopora_acuta_HIv1_PredGene_g28410.t2",2189,2192,1838,334,341,393
"Pocillopora_acuta_HIv1_PredGene_g28410.t1",2189,2192,1838,334,341,393
"Pocillopora_acuta_HIv1_PredGene_g28411.t1",53,35,40,11,8,7
"Pocillopora_acuta_HIv1_PredGene_g28414.t1",151,130,112,307,243,286
"Pocillopora_acuta_HIv1_PredGene_g28416.t1",66,55,48,42,121,84
"Pocillopora_acuta_HIv1_PredGene_g28419.t1",627,672,373,632,1051,791
"Pocillopora_acuta_HIv1_PredGene_g28417.t1",369,290,275,60,111,82
"Pocillopora_acuta_HIv1_PredGene_g17070.t1",446,618,478,89,85,95
"Pocillopora_acuta_HIv1_PredGene_g28433.t1",82,104,80,148,83,171
"Pocillopora_acuta_HIv1_PredGene_g28437.t1",352,304,250,391,589,517
"Pocillopora_acuta_HIv1_PredGene_g28440.t1",5903,6911,6117,2409,3142,3314
"Pocillopora_acuta_HIv1_PredGene_g28441.t1",524,400,318,154,146,143
"Pocillopora_acuta_HIv1_PredGene_g28448.t1",254,197,248,51,52,67
"Pocillopora_acuta_HIv1_PredGene_g17073.t1",376,230,328,335,367,400
"Pocillopora_acuta_HIv1_PredGene_g28449.t1",757,471,557,142,174,155
"Pocillopora_acuta_HIv1_PredGene_g28447.t1",195,184,157,61,63,54
"Pocillopora_acuta_HIv1_PredGene_g28454.t1",1949,1835,1460,1605,1826,1966
"Pocillopora_acuta_HIv1_PredGene_25669_t",1949,1835,1460,1605,1826,1966
"Pocillopora_acuta_HIv1_PredGene_g7240.t1",1620,1324,1276,1555,2500,2347
"Pocillopora_acuta_HIv1_PredGene_g13939.t1",314,283,220,88,132,82
"Pocillopora_acuta_HIv1_PredGene_25684_t",422,452,362,70,128,70
"Pocillopora_acuta_HIv1_PredGene_g13945.t1",422,452,362,70,128,70
"Pocillopora_acuta_HIv1_PredGene_g13953.t1",3265,3721,3136,136,174,165
"Pocillopora_acuta_HIv1_PredGene_g13965.t2",15,38,34,45,72,39
"Pocillopora_acuta_HIv1_PredGene_g13965.t1",15,38,34,45,72,39
"Pocillopora_acuta_HIv1_PredGene_g13967.t1",629,438,672,883,590,1341
"Pocillopora_acuta_HIv1_PredGene_g13976.t1",71,45,43,12,12,13
"Pocillopora_acuta_HIv1_PredGene_g13979.t1",217,159,188,284,233,285
"Pocillopora_acuta_HIv1_PredGene_g13982.t1",267,221,254,0,0,0
"Pocillopora_acuta_HIv1_PredGene_25717_t",267,221,254,0,0,0
"Pocillopora_acuta_HIv1_PredGene_g13983.t1",47,83,61,62,109,106
"Pocillopora_acuta_HIv1_PredGene_g25298.t1",247,216,350,74,55,105
"Pocillopora_acuta_HIv1_PredGene_g25298.t2",247,216,350,74,55,105
"Pocillopora_acuta_HIv1_PredGene_g25299.t1",481,434,484,160,244,210
"Pocillopora_acuta_HIv1_PredGene_g25309.t1",137,129,130,137,233,208
"Pocillopora_acuta_HIv1_PredGene_g25312.t1",168,281,194,242,364,270
"Pocillopora_acuta_HIv1_PredGene_g25315.t1",1,0,2,11,19,18
"Pocillopora_acuta_HIv1_PredGene_g25316.t1",452,353,382,479,569,517
"Pocillopora_acuta_HIv1_PredGene_g25321.t1",523,770,602,791,1062,1094
"Pocillopora_acuta_HIv1_PredGene_g25329.t1",52,24,19,69,113,85
"Pocillopora_acuta_HIv1_PredGene_g25332.t1",373,406,325,111,145,107
"Pocillopora_acuta_HIv1_PredGene_2449_t",34,26,28,62,51,69
"Pocillopora_acuta_HIv1_PredGene_g17084.t1",34,26,28,62,51,69
"Pocillopora_acuta_HIv1_PredGene_25775_t",699,1077,656,223,367,272
"Pocillopora_acuta_HIv1_PredGene_g25343.t1",699,1077,656,223,367,272
"Pocillopora_acuta_HIv1_PredGene_g25345.t1",19,33,17,25,55,40
"Pocillopora_acuta_HIv1_PredGene_g25345.t2",19,33,17,25,55,40
"Pocillopora_acuta_HIv1_PredGene_g25347.t1",856,724,819,1280,1546,1736
"Pocillopora_acuta_HIv1_PredGene_g10536.t4",173,213,198,41,76,61
"Pocillopora_acuta_HIv1_PredGene_g10536.t3",173,213,198,41,76,61
"Pocillopora_acuta_HIv1_PredGene_g10536.t1",173,213,198,41,76,61
"Pocillopora_acuta_HIv1_PredGene_g10536.t2",173,213,198,41,76,61
"Pocillopora_acuta_HIv1_PredGene_25788_t",131,91,82,85,165,135
"Pocillopora_acuta_HIv1_PredGene_g10539.t1",131,91,82,85,165,135
"Pocillopora_acuta_HIv1_PredGene_25787_t",131,91,82,85,165,135
"Pocillopora_acuta_HIv1_PredGene_g10545.t1",390,179,221,328,257,396
"Pocillopora_acuta_HIv1_PredGene_g17086.t1",108,42,94,17,8,24
"Pocillopora_acuta_HIv1_PredGene_g10548.t1",305,176,206,69,59,52
"Pocillopora_acuta_HIv1_PredGene_25797_t",305,176,206,69,59,52
"Pocillopora_acuta_HIv1_PredGene_g10550.t1",1451,1264,1283,1917,4717,3058
"Pocillopora_acuta_HIv1_PredGene_g10559.t1",48,49,84,70,95,144
"Pocillopora_acuta_HIv1_PredGene_g10564.t1",32,22,27,85,109,101
"Pocillopora_acuta_HIv1_PredGene_g10569.t1",932,247,919,1452,1952,1915
"Pocillopora_acuta_HIv1_PredGene_g10802.t1",1189,1339,1150,1585,2303,2351
"Pocillopora_acuta_HIv1_PredGene_g10803.t1",137,137,155,146,241,203
"Pocillopora_acuta_HIv1_PredGene_g10817.t1",408,272,273,252,393,375
"Pocillopora_acuta_HIv1_PredGene_g10818.t1",56,82,39,156,165,147
"Pocillopora_acuta_HIv1_PredGene_g10826.t1",1316,1343,947,2443,1988,2524
"Pocillopora_acuta_HIv1_PredGene_g10831.t1",7,8,7,21,20,15
"Pocillopora_acuta_HIv1_PredGene_g10853.t1",74,84,52,89,157,115
"Pocillopora_acuta_HIv1_PredGene_g10857.t1",2146,1181,1222,1995,2215,2168
"Pocillopora_acuta_HIv1_PredGene_g10860.t1",67,74,72,17,18,22
"Pocillopora_acuta_HIv1_PredGene_g10862.t1",54,79,63,11,23,14
"Pocillopora_acuta_HIv1_PredGene_g10875.t1",292,253,219,85,116,93
"Pocillopora_acuta_HIv1_PredGene_g10877.t1",138,95,99,122,119,183
"Pocillopora_acuta_HIv1_PredGene_25888_t",138,95,99,122,119,183
"Pocillopora_acuta_HIv1_PredGene_2460_t",7,0,3,34,59,19
"Pocillopora_acuta_HIv1_PredGene_g17095.t1",7,0,3,34,59,19
"Pocillopora_acuta_HIv1_PredGene_g21877.t1",7,0,6,16,32,28
"Pocillopora_acuta_HIv1_PredGene_g21883.t1",210,140,163,0,0,0
"Pocillopora_acuta_HIv1_PredGene_g21884.t1",200,399,428,539,781,886
"Pocillopora_acuta_HIv1_PredGene_g17098.t1",12,19,9,31,28,24
"Pocillopora_acuta_HIv1_PredGene_25926_t",449,389,552,813,735,1314
"Pocillopora_acuta_HIv1_PredGene_g1908.t1",449,389,552,813,735,1314
"Pocillopora_acuta_HIv1_PredGene_g1914.t1",651,554,847,150,101,160
"Pocillopora_acuta_HIv1_PredGene_g11612.t1",165,104,114,46,33,33
"Pocillopora_acuta_HIv1_PredGene_g11615.t1",21,12,18,44,46,51
"Pocillopora_acuta_HIv1_PredGene_g11617.t1",134,207,151,191,322,239
"Pocillopora_acuta_HIv1_PredGene_g11620.t1",106,188,81,138,232,203
"Pocillopora_acuta_HIv1_PredGene_g11627.t1",1298,1421,1258,9570,7215,12633
"Pocillopora_acuta_HIv1_PredGene_g11634.t2",169,107,109,46,34,34
"Pocillopora_acuta_HIv1_PredGene_g11634.t1",169,107,109,46,34,34
"Pocillopora_acuta_HIv1_PredGene_g11636.t1",385,270,344,256,484,407
"Pocillopora_acuta_HIv1_PredGene_g11635.t1",52,229,62,4,16,10
"Pocillopora_acuta_HIv1_PredGene_g11638.t1",186,119,112,42,16,48
"Pocillopora_acuta_HIv1_PredGene_g11657.t1",2742,3766,3038,310,269,269
"Pocillopora_acuta_HIv1_PredGene_g11663.t1",280,274,177,82,92,113
"Pocillopora_acuta_HIv1_PredGene_g11662.t1",305,249,220,52,53,78
"Pocillopora_acuta_HIv1_PredGene_26016_t",305,249,220,52,53,78
"Pocillopora_acuta_HIv1_PredGene_g11667.t1",39,25,28,3,7,8
"Pocillopora_acuta_HIv1_PredGene_g11672.t1",229,307,216,22,48,35
"Pocillopora_acuta_HIv1_PredGene_g11675.t1",420,315,313,100,86,72
"Pocillopora_acuta_HIv1_PredGene_g11676.t1",641,475,462,36,25,24
"Pocillopora_acuta_HIv1_PredGene_g11677.t1",67,57,48,15,13,21
"Pocillopora_acuta_HIv1_PredGene_g26760.t1",84,101,143,6,8,16
"Pocillopora_acuta_HIv1_PredGene_g26761.t1",151,138,187,16,24,47
"Pocillopora_acuta_HIv1_PredGene_g26764.t1",129,80,113,21,27,50
"Pocillopora_acuta_HIv1_PredGene_g26766.t1",83,104,85,20,16,21
"Pocillopora_acuta_HIv1_PredGene_g26774.t2",605,472,532,193,123,208
"Pocillopora_acuta_HIv1_PredGene_g26774.t1",605,472,532,193,123,208
"Pocillopora_acuta_HIv1_PredGene_g26776.t1",874,182,677,104,30,150
"Pocillopora_acuta_HIv1_PredGene_g26782.t1",719,630,723,80,63,90
"Pocillopora_acuta_HIv1_PredGene_26070_t",719,630,723,80,63,90
"Pocillopora_acuta_HIv1_PredGene_g1761.t1",298,360,291,316,432,443
"Pocillopora_acuta_HIv1_PredGene_g1762.t1",297,466,296,113,88,170
"Pocillopora_acuta_HIv1_PredGene_g1780.t1",584,917,532,185,329,224
"Pocillopora_acuta_HIv1_PredGene_g1781.t1",65,41,38,67,71,94
