"","X1041.gtf","X1471.gtf","X1637.gtf","Sample1.gtf","Sample2.gtf","Sample3.gtf"
"STRG.540",4259,1791,3004,1185,802,1198
"STRG.546",504,420,422,48,118,94
"STRG.24068",60,88,66,18,19,23
"STRG.24064",735,656,597,259,242,252
"STRG.24062",169,151,126,53,62,55
"STRG.24063",255,200,156,50,51,54
"STRG.10420",99,112,72,83,154,160
"STRG.3799",380,518,343,66,191,126
"STRG.9429",163,154,160,179,420,336
"STRG.9426",15,36,27,33,75,56
"STRG.4619",3,0,2,17,16,26
"STRG.4616",276,216,236,55,49,43
"STRG.4612",185,282,93,29,60,15
"STRG.4611",440,386,273,116,116,120
"STRG.9394",836,705,691,805,951,1145
"STRG.9398",30,12,25,33,45,48
"STRG.17562",592,487,453,127,194,165
"STRG.7056",470,374,402,294,426,449
"STRG.15779",117,176,92,113,208,194
"STRG.14062",313,241,157,271,267,303
"STRG.11014",237,137,217,54,41,91
"STRG.11016",364,208,269,347,435,382
"STRG.12201",180,136,92,29,50,42
"STRG.12203",267,262,238,78,57,68
"STRG.12205",2073,1192,997,585,559,536
"STRG.12204",43,47,36,0,5,12
"STRG.18064",394,272,334,278,379,361
"STRG.14913",1274,1079,1100,407,263,377
"STRG.14911",346,337,334,364,592,607
"STRG.14910",529,471,496,105,97,74
"STRG.14915",1012,804,872,184,183,149
"STRG.18068",620,416,533,178,147,166
"STRG.8754",107,97,48,16,31,20
"STRG.22215",629,509,467,467,798,650
"STRG.22214",442,286,334,62,74,56
"STRG.22213",4,0,2,25,21,25
"STRG.22212",529,605,447,170,227,213
"STRG.16453",17,11,14,15,36,32
"STRG.16457",237,243,188,74,74,81
"STRG.9980",802,572,732,562,952,735
"STRG.9985",2169,2135,2039,813,777,950
"STRG.9984",195,204,162,70,61,84
"STRG.21743",217,159,188,284,233,285
"STRG.21740",71,45,43,12,12,13
"STRG.21746",267,221,254,0,0,0
"STRG.21747",47,83,61,62,109,106
"STRG.17323",50,55,75,7,0,4
"STRG.10114",291,233,252,215,329,233
"STRG.17325",78,175,77,133,260,200
"STRG.17324",290,215,213,43,63,62
"STRG.17329",142,138,97,35,48,39
"STRG.785",290,224,267,192,335,290
"STRG.787",102,108,67,25,31,31
"STRG.781",162,89,116,17,11,15
"STRG.783",1308,912,989,1013,1687,1544
"STRG.21296",108,95,85,31,36,39
"STRG.21297",1997,1697,1272,296,252,255
"STRG.4553",9271,9782,8265,695,1272,669
"STRG.4552",290,238,253,65,109,126
"STRG.4554",564,447,396,420,627,664
"STRG.4556",116,136,104,37,32,45
"STRG.1014",542,630,421,68,110,121
"STRG.11244",242,250,242,56,104,101
"STRG.11240",247,212,166,69,59,98
"STRG.11241",7,18,24,25,43,53
"STRG.8325",400,353,265,88,65,67
"STRG.14149",181,230,192,42,70,69
"STRG.2899",218,171,145,35,39,46
"STRG.20163",451,241,306,128,121,109
"STRG.2893",112,70,84,23,22,27
"STRG.2890",3331,3011,2751,3937,4655,5294
"STRG.7113",231,365,136,437,689,264
"STRG.11938",318,325,350,315,436,436
"STRG.11939",5035,6624,4021,5350,10923,8313
"STRG.11933",36,20,22,39,65,72
"STRG.11936",365,353,398,85,88,112
"STRG.15239",361,416,470,127,138,145
"STRG.15232",676,631,803,533,898,864
"STRG.15235",136,92,122,109,159,180
"STRG.6793",820,543,508,541,695,734
"STRG.6798",717,632,611,163,254,275
"STRG.3317",280,267,352,88,96,104
"STRG.18504",1618,1721,1772,247,246,317
"STRG.18507",520,441,406,737,800,877
"STRG.18501",548,628,514,159,211,221
"STRG.22154",10,27,0,35,66,49
"STRG.13309",790,583,586,692,594,580
"STRG.13308",14,22,43,35,45,90
"STRG.13305",21,5,0,43,26,38
"STRG.13304",21,60,52,84,54,98
"STRG.5498",207,269,179,192,362,238
"Pocillopora_acuta_HIv1_PredGene_g27213.t1",0,8,6,16,30,22
"STRG.11088",95,122,86,7,13,13
"STRG.10658",873,722,599,816,1558,986
"STRG.10659",64,78,22,97,158,79
"STRG.10654",517,428,319,462,558,447
"STRG.10655",53,60,41,57,76,66
"STRG.10652",134,183,85,287,472,362
"Pocillopora_acuta_HIv1_PredGene_g18610.t1",0,0,15,37,92,71
"STRG.5040",309,170,245,70,36,70
"STRG.5046",31,27,20,36,35,41
"Pocillopora_acuta_HIv1_PredGene_g30806.t1",0,0,0,26,583,488
"STRG.4790",94,110,101,109,137,160
"Pocillopora_acuta_HIv1_PredGene_g1.t1",0,0,5,54,66,37
"STRG.14305",126,246,172,36,24,54
"STRG.16231",254,177,159,237,333,327
"STRG.8659",37,30,42,0,0,8
"STRG.8657",1223,796,1186,940,1150,1529
"STRG.8654",104,115,132,213,330,358
"STRG.8655",205,118,130,178,243,272
"STRG.8652",21,23,34,30,43,49
"STRG.6558",483,765,531,199,204,214
"STRG.2424",19,16,20,33,59,84
"STRG.17548",117,117,276,17,40,29
"STRG.12073",1906,1712,1680,1685,2373,2102
"STRG.12079",224,214,234,80,78,87
"STRG.1022",361,368,345,353,330,396
"STRG.14899",697,610,536,499,580,559
"STRG.7354",284,173,224,67,86,99
"STRG.22399",628,580,527,199,156,213
"STRG.18290",286,277,257,302,285,351
"STRG.22391",395,354,360,119,122,121
"STRG.22392",849,1163,572,175,252,226
"STRG.16792",11,12,10,23,29,26
"STRG.13676",523,283,415,138,33,133
"STRG.13671",70,48,49,102,89,141
"STRG.20825",181,175,162,24,24,37
"STRG.20826",514,382,460,1082,1188,1355
"STRG.20827",1092,1218,1104,968,1267,1540
"STRG.20822",25,14,25,54,41,45
"STRG.20828",2087,1560,1375,1720,2914,2443
"STRG.19167",18,21,22,2,0,0
"STRG.19160",211,204,178,172,222,256
"STRG.19162",236,261,253,339,965,784
"STRG.15857",901,491,579,200,138,171
"STRG.4968",355,248,257,463,361,461
"STRG.4965",902,528,719,1086,742,1218
"STRG.245",285,284,273,291,530,528
"STRG.247",628,523,485,417,853,559
"STRG.240",350,192,181,79,34,45
"STRG.241",2185,1706,1509,2138,3816,2987
"STRG.1171",4213,3872,4062,593,590,872
"STRG.21151",338,280,211,347,535,407
"STRG.21157",48,31,29,60,89,95
"STRG.1172",41,51,52,52,64,71
"STRG.10320",374,505,426,686,1118,1006
"STRG.10323",638,506,412,758,667,725
"STRG.7095",19,40,52,215,256,342
"STRG.7094",70,118,85,175,243,264
"STRG.24257",114,193,193,219,583,339
"STRG.24256",6,3,6,14,16,18
"STRG.24254",5,17,4,25,47,36
"STRG.24251",314,210,255,79,71,95
"STRG.1874",137,246,140,46,63,68
"STRG.1877",1870,2003,1735,1421,2457,2200
"STRG.7322",126,230,145,62,39,40
"STRG.7327",632,384,351,528,415,472
"STRG.7326",703,522,796,136,159,214
"STRG.7324",86,95,66,117,126,153
"STRG.23705",508,357,583,513,532,792
"STRG.6050",1135,1110,930,213,299,305
"STRG.21832",48,49,84,70,95,144
"STRG.4811",195,127,121,25,60,41
"STRG.13537",798,824,861,845,816,1003
"STRG.13532",152,346,138,31,23,23
"STRG.7819",135,150,202,6,4,0
"Pocillopora_acuta_HIv1_PredGene_g30865.t2",0,0,0,41,15,48
"STRG.18697",379,295,300,97,95,149
"STRG.6437",251,296,270,75,77,75
"STRG.16805",133,152,196,187,192,205
"STRG.16802",66,172,71,1938,3890,3582
"STRG.16800",3314,4064,2813,7623,13183,11383
"STRG.14491",362,407,344,89,90,101
"STRG.9001",134,131,137,52,46,50
"STRG.9006",72,59,34,10,10,0
"STRG.5589",351,325,340,316,714,626
"STRG.5588",119,124,119,137,204,141
"STRG.4189",1020,711,665,747,701,810
"STRG.4231",278,268,196,101,95,81
"STRG.7529",139,142,111,114,187,157
"STRG.7524",350,257,342,119,131,130
"STRG.3635",1286,1018,1630,1133,1320,2075
"STRG.3634",303,258,219,98,68,73
"STRG.3637",698,841,1013,955,1322,1787
"STRG.3631",69,29,28,69,55,76
"STRG.3630",159,117,83,21,40,27
"STRG.5230",428,441,433,105,84,93
"STRG.14518",135,121,129,157,167,288
"STRG.14512",1278,1295,1408,1648,1150,1829
"STRG.14511",98,95,67,161,136,215
"STRG.14510",186,255,198,153,371,324
"STRG.15643",183,201,115,54,50,52
"STRG.3183",23,26,35,52,39,60
"STRG.6692",325,498,502,378,1862,1417
"STRG.2584",8702,7700,6210,2701,2795,2822
"STRG.2586",257,219,178,147,398,282
"STRG.2583",704,550,480,233,203,230
"STRG.17736",60,40,103,14,17,15
"STRG.17732",1257,1022,1128,891,1129,1117
"STRG.19825",97,128,70,20,38,13
"STRG.19829",334,353,338,123,126,170
"STRG.5918",188,265,232,300,414,412
"STRG.10424",426,375,305,122,112,125
"STRG.10429",259,238,217,55,48,60
"STRG.18158",833,928,560,932,1013,906
"STRG.21581",230,173,155,164,218,206
"STRG.21588",175,214,133,46,61,61
"STRG.22582",2844,2263,2392,733,920,1067
"STRG.22584",177,184,192,34,73,67
"STRG.22586",1498,1158,1355,318,651,540
"STRG.13733",41,21,16,94,24,71
"STRG.13730",34,23,19,39,71,72
"STRG.10282",106,99,81,31,29,27
"STRG.10280",61,71,28,74,133,149
"STRG.10289",9,33,23,41,52,69
"STRG.20982",802,971,643,641,982,801
"STRG.20981",112,157,100,150,186,207
"STRG.20980",204,252,198,33,41,40
"STRG.20985",171,121,183,53,53,42
"STRG.22633",229,190,171,60,63,68
"STRG.22631",224,156,236,219,246,230
"STRG.22639",10,18,14,17,48,26
"STRG.13883",408,584,301,710,796,773
"STRG.23892",353,417,271,69,83,108
"STRG.11487",134,247,226,27,19,32
"STRG.11485",204,187,214,197,280,291
"STRG.11480",1931,2076,1825,3636,7562,6361
"STRG.5803",158,148,129,36,48,74
"STRG.23519",98,113,92,20,39,16
"STRG.18159",1767,1640,1420,603,900,836
"STRG.18838",71,28,24,90,61,63
"STRG.7102",2,15,4,25,48,30
"STRG.16656",84,86,53,63,101,103
"STRG.16655",797,2094,1251,237,492,415
"STRG.16653",152,230,212,50,51,65
"STRG.45",44,50,55,73,132,171
"STRG.46",543,475,558,578,991,688
"STRG.43",619,503,314,355,855,590
"STRG.48",291,314,254,302,268,283
"STRG.12765",345,275,267,84,73,71
"STRG.2888",227,285,200,76,81,89
"STRG.12761",176,181,124,41,53,53
"STRG.19393",75,72,92,108,75,142
"STRG.19397",9,15,8,25,21,20
"STRG.19394",186,204,274,295,539,629
"STRG.19395",129,139,109,123,151,170
"STRG.4889",165,235,103,30,27,30
"STRG.4882",204,293,270,14,30,29
"STRG.4880",76,58,55,14,17,11
"STRG.4886",194,194,121,22,23,28
"STRG.702",951,905,1103,942,889,1315
"STRG.9902",8,11,6,15,24,19
"STRG.5286",9,0,0,24,20,34
"STRG.5281",18,11,11,69,47,99
"STRG.5429",135,72,107,9,11,21
"STRG.5421",644,456,467,197,258,240
"Pocillopora_acuta_HIv1_PredGene_g1982.t1",0,3,7,25,73,25
"STRG.14498",2049,1684,1598,728,733,835
"STRG.14490",156,116,97,131,157,167
"STRG.14494",5599,6649,7559,8016,15262,17155
"STRG.19980",353,434,373,83,164,137
"STRG.14728",815,685,660,255,274,274
"STRG.14724",220,120,82,32,10,14
"STRG.9599",466,400,362,137,145,152
"STRG.8940",148,77,93,115,119,125
"STRG.16389",9,15,5,25,33,20
"STRG.16385",315,340,278,390,556,538
"STRG.16380",352,389,310,22,15,27
"STRG.6243",1093,844,842,1148,1382,1676
"STRG.6242",1100,732,835,1449,1354,1758
"STRG.6249",271,180,243,64,88,85
"STRG.1731",1060,886,669,831,868,860
"STRG.16658",124,80,86,136,150,245
"STRG.12764",343,342,213,73,119,84
"STRG.23351",236,177,221,70,71,81
"STRG.12768",103,106,61,97,109,121
"STRG.2042",2289,1953,1410,620,685,590
"STRG.18588",1115,888,1011,195,213,139
"STRG.18589",385,312,326,422,881,699
"Pocillopora_acuta_HIv1_PredGene_g31800.t1",0,0,13,21,51,45
"STRG.13381",2938,3920,2310,461,772,627
"STRG.19988",52,99,78,12,22,22
"STRG.2046",994,314,448,215,92,115
"STRG.2041",103,46,98,21,8,25
"STRG.2049",259,183,241,192,227,283
"STRG.23822",40,46,47,46,79,71
"STRG.23825",111,136,102,2441,1963,2737
"STRG.23826",982,947,878,6347,4182,7788
"STRG.21460",457,344,344,67,118,108
"STRG.21469",5991,5102,4744,6324,5875,6786
"STRG.3808",456,391,269,412,384,382
"STRG.3800",106,83,111,309,462,481
"STRG.3801",3,7,6,11,48,24
"STRG.11522",10632,10463,7942,878,796,843
"STRG.11528",122,87,83,20,12,19
"STRG.24142",5289,6162,4777,1572,2571,2236
"STRG.24141",1824,1199,1323,1039,1935,1756
"STRG.15697",8887,8992,7957,1468,2050,1446
"STRG.15699",191,203,129,33,44,31
"STRG.4712",349,149,214,191,322,382
"STRG.4715",284,375,187,81,120,77
"STRG.19270",498,378,357,118,160,180
"STRG.17761",506,377,457,353,631,598
"STRG.12564",96,145,120,22,50,15
"STRG.12566",107,138,111,16,17,21
"STRG.12561",198,126,209,48,66,78
"STRG.1314",28,43,28,3,3,5
"STRG.14812",4644,6038,4518,1192,1365,1482
"STRG.18613",100,72,93,126,171,193
"STRG.1236",87,150,75,15,31,35
"STRG.18615",58,45,25,9,7,4
"STRG.18616",543,540,471,509,683,793
"STRG.1313",784,1102,996,709,1222,1353
"STRG.22313",464,545,456,1401,2359,1974
"STRG.22316",236,182,186,74,60,27
"STRG.16713",916,652,654,1160,1391,1284
"STRG.16718",612,511,505,445,715,591
"STRG.7426",6,27,23,42,104,91
"STRG.19473",157,101,98,32,28,37
"STRG.19474",463,455,465,51,66,52
"STRG.16853",518,406,405,583,846,905
"STRG.21662",66,55,48,42,121,84
"STRG.6838",3196,2748,2595,2617,3201,3051
"STRG.6839",688,391,381,451,573,545
"STRG.17044",16,12,22,23,34,74
"STRG.17042",2052,1361,1211,1843,1738,1717
"STRG.17043",43,56,39,103,94,132
"STRG.135",271,385,290,59,76,69
"STRG.132",124,72,131,141,160,153
"STRG.10906",1120,1151,998,750,2225,1551
"STRG.20202",277,251,232,303,366,343
"STRG.20205",46,81,29,5,11,11
"STRG.11059",136,100,62,75,162,162
"STRG.2994",277,266,289,98,86,120
"STRG.2665",168,162,261,444,854,1389
"STRG.2664",269,162,359,968,1478,2717
"STRG.2666",1277,972,1958,1521,1922,3765
"STRG.2661",153,112,247,944,1290,2519
"STRG.2660",640,485,930,3928,5716,11518
"STRG.2663",33,37,82,227,348,656
"STRG.2662",112,101,240,790,1289,2307
"STRG.2669",2741,2702,2599,2903,3247,3762
"STRG.7013",854,807,843,368,391,408
"STRG.7012",79,51,65,279,278,274
"STRG.15379",21,71,13,43,228,48
"STRG.15377",4,4,6,24,34,19
"STRG.7907",247,145,183,44,73,57
"STRG.3211",65,61,56,110,62,79
"STRG.1500",4506,4520,4521,3861,5212,5564
"STRG.13022",235,248,164,75,73,79
"STRG.13020",231,210,206,58,53,44
"STRG.13024",84,34,66,90,76,125
"STRG.13029",335,307,330,419,635,611
"STRG.5531",395,470,296,380,730,501
"STRG.19564",8,24,18,1071,2365,2306
"STRG.10592",181,136,199,390,428,483
"STRG.10591",49,34,34,59,97,59
"STRG.10590",250,234,267,315,381,455
"STRG.9630",14,4,11,46,17,40
"STRG.10048",140,70,79,111,93,179
"STRG.9634",139,83,81,159,135,188
"STRG.9649",2891,4876,2902,664,1052,859
"STRG.5672",30,15,21,37,41,39
"STRG.5670",820,785,745,1027,1831,1433
"STRG.9554",753,941,739,1506,1754,1939
"STRG.9555",68,55,51,20,11,13
"STRG.9558",797,664,688,744,2110,1671
"STRG.15904",319,221,233,91,57,98
"STRG.17812",1810,483,819,289,55,181
"STRG.4107",84,102,153,130,146,178
"STRG.4108",523,467,452,139,192,196
"STRG.4109",95,70,60,97,154,170
"STRG.6805",1208,1169,1044,239,222,309
"STRG.9081",45,38,35,62,102,81
"STRG.9082",276,187,255,196,319,317
"STRG.9084",1634,581,1448,307,229,406
"STRG.9085",449,462,427,164,105,143
"STRG.9086",112,139,119,23,17,26
"Pocillopora_acuta_HIv1_PredGene_g13395.t1",0,4,4,30,70,31
"STRG.14227",109,74,81,24,30,33
"STRG.6806",891,818,689,157,212,193
"STRG.6801",196,161,171,62,49,76
"Pocillopora_acuta_HIv1_PredGene_g10885.t1",0,0,32,682,1113,1609
"STRG.15173",144,99,88,209,205,204
"STRG.15171",63,41,75,85,70,93
"STRG.6611",596,506,390,709,915,798
"STRG.6619",489,630,514,398,987,662
"STRG.12334",3,3,6,11,14,18
"STRG.12337",92,153,112,24,24,43
"STRG.12331",497,350,378,351,670,544
"STRG.12332",314,188,218,309,600,516
"STRG.18661",182,247,188,47,55,76
"STRG.1346",604,751,533,826,1345,1121
"STRG.18663",1498,1071,1213,199,176,198
"STRG.18664",268,188,149,41,19,40
"STRG.18669",463,307,347,75,130,125
"STRG.814",1263,1386,1308,1692,2081,2831
"STRG.22505",26,44,29,87,55,130
"STRG.22507",7,21,14,31,28,39
"STRG.7591",44,35,44,8,9,11
"STRG.5334",201,111,113,131,146,203
"STRG.6976",180,230,157,48,75,45
"STRG.15952",1884,1639,1948,748,418,760
"STRG.367",300,176,281,0,0,0
"STRG.364",380,342,344,411,428,514
"STRG.363",144,171,147,153,216,218
"STRG.4433",161,98,112,36,36,28
"STRG.4430",260,140,180,17,12,20
"STRG.10209",277,167,259,236,239,267
"STRG.10205",1224,1043,791,715,1602,1075
"STRG.20901",211,156,205,172,190,270
"STRG.20905",60,58,78,97,196,184
"STRG.21369",5,2,3,15,17,19
"STRG.21367",43,69,69,71,88,90
"STRG.3473",96,81,62,23,19,23
"STRG.3472",8,10,3,24,16,15
"STRG.8258",101,102,98,138,177,158
"STRG.8259",434,390,367,127,176,197
"STRG.7205",440,467,421,526,436,652
"STRG.20019",284,166,240,60,90,83
"STRG.20010",141,128,131,222,160,246
"STRG.20012",1653,765,911,0,0,0
"STRG.8816",135,136,74,160,474,255
"STRG.23669",226,230,190,61,92,78
"STRG.23660",174,256,154,72,66,49
"STRG.23666",39,65,50,9,6,19
"STRG.6154",76,72,53,111,284,176
"STRG.6153",159,171,132,232,448,236
"STRG.23598",24,24,17,22,44,42
"STRG.23595",30,24,18,35,64,58
"STRG.23594",72,127,95,8,18,20
"STRG.23593",118,210,170,36,59,51
"STRG.23592",67,86,75,15,26,17
"STRG.13272",48,81,38,7,14,10
"STRG.13271",16,4,8,21,25,26
"STRG.13278",441,372,380,124,95,129
"STRG.22677",114,91,108,10,17,26
"STRG.5056",603,846,487,972,1343,1083
"STRG.9327",159,101,111,37,40,50
"STRG.9329",442,323,346,272,428,408
"STRG.17941",765,828,664,883,1202,912
"STRG.17940",11,0,4,36,4,51
"STRG.4371",1467,986,1065,1137,1108,1388
"STRG.4373",447,381,390,128,115,153
"STRG.8494",288,270,309,100,129,147
"STRG.8495",142,91,89,27,15,29
"STRG.8496",4621,4943,4040,877,616,797
"STRG.8497",143,65,103,264,137,195
"STRG.7772",280,242,259,199,291,259
"STRG.22088",2239,3019,1927,172,191,228
"STRG.3060",184,154,157,23,17,38
"STRG.12814",46,78,100,97,144,202
"STRG.12816",46,34,26,48,83,75
"STRG.12810",575,414,448,187,88,146
"STRG.12813",175,133,129,135,196,147
"STRG.12819",133,76,46,108,130,151
"STRG.15454",49,154,109,12,22,21
"STRG.15456",130,276,163,27,39,51
"STRG.15459",119,54,76,12,6,12
"STRG.6423",68,48,33,58,78,61
"STRG.6429",21,52,44,6,5,6
"STRG.2337",119,139,165,34,38,49
"STRG.2335",444,841,539,968,2209,887
"STRG.2333",285,269,317,61,41,58
"STRG.2338",105,92,74,104,137,99
"STRG.12107",55,76,30,10,16,8
"STRG.17168",190,160,205,35,38,39
"STRG.17167",860,731,795,623,720,849
"STRG.17163",5945,7303,5688,570,391,541
"STRG.17161",60,71,43,14,10,11
"Pocillopora_acuta_HIv1_PredGene_g17433.t1",0,0,0,218,414,67
"Pocillopora_acuta_HIv1_PredGene_g28125.t1",0,18,8,998,1219,957
"STRG.5815",2040,2192,1984,195,203,185
"STRG.18361",202,190,168,148,267,224
"STRG.18362",96,55,65,14,22,18
"STRG.18366",175,217,189,40,92,75
"STRG.16488",13,31,13,0,0,0
"STRG.3883",149,157,93,130,251,185
"STRG.3886",3,30,8,83,56,40
"STRG.3887",62,55,50,71,88,69
"STRG.3888",281,143,227,167,604,431
"STRG.20731",102,91,90,14,33,25
"STRG.20733",180,191,181,45,43,58
"STRG.20735",154,139,176,37,42,42
"STRG.19011",183,212,44,161,304,247
"STRG.23936",597,735,584,650,1136,749
"STRG.1908",661,567,502,226,264,280
"STRG.1907",47,64,45,75,144,118
"STRG.15343",280,161,243,57,41,47
"STRG.7436",394,368,335,159,155,175
"STRG.7432",301,199,239,53,42,36
"STRG.7431",30,51,22,57,64,74
"STRG.7430",57,59,68,114,153,161
"STRG.23410",63,52,57,97,186,164
"STRG.21572",646,680,572,250,319,274
"STRG.15342",99,157,180,18,39,61
"STRG.21578",495,361,361,137,150,181
"STRG.9235",266,175,151,67,59,61
"STRG.19933",87,231,81,19,20,18
"Pocillopora_acuta_HIv1_PredGene_g29556.t2",0,0,0,64,17,76
"Pocillopora_acuta_HIv1_PredGene_g10536.t2",0,0,0,15,17,19
"Pocillopora_acuta_HIv1_PredGene_g13391.t2",0,0,0,90,21,222
"STRG.14813",1999,2317,1746,211,291,277
"STRG.1844",258,304,224,266,247,342
"STRG.9823",22,21,23,23,42,44
"STRG.9825",69,62,61,20,7,11
"STRG.16973",131,211,169,45,27,64
"STRG.5745",25,5,12,52,18,32
"STRG.5742",176,174,109,177,312,200
"STRG.5741",541,452,388,393,535,576
"STRG.5740",76,137,99,27,28,23
"STRG.20280",181,115,193,35,25,57
"STRG.20287",5,0,8,15,17,23
"Pocillopora_acuta_HIv1_PredGene_g338.t1",0,1,0,12,19,14
"STRG.2911",405,310,320,65,71,59
"STRG.8044",192,158,174,56,33,48
"STRG.10982",348,353,271,131,144,140
"STRG.10983",123,84,44,121,104,102
"STRG.10985",15,19,18,26,55,23
"STRG.14602",188,139,101,38,39,35
"STRG.14601",156,198,163,30,58,62
"STRG.14605",460,407,252,65,37,37
"STRG.14604",165,112,103,17,35,25
"STRG.7633",811,713,516,213,277,315
"STRG.7635",3,2,4,14,20,18
"STRG.7637",219,233,240,75,80,109
"STRG.7639",623,484,558,158,117,199
"STRG.7638",3758,4665,3581,6587,13819,10778
"STRG.3741",617,830,596,578,1172,763
"STRG.3742",1519,1310,1098,1210,1459,1396
"STRG.3746",482,628,452,647,887,743
"STRG.6321",36,25,54,108,155,209
"STRG.6329",322,274,304,232,395,370
"STRG.1677",668,712,588,588,756,694
"STRG.1676",244,210,143,38,27,29
"STRG.1672",5952,6850,5817,6634,8769,8876
"STRG.6581",6330,8463,5795,353,468,375
"STRG.6585",2,6,7,14,48,40
"STRG.6588",455,424,311,373,425,392
"STRG.23167",138,102,77,30,17,15
"STRG.23168",100,144,121,30,45,40
"STRG.23169",251,325,331,344,779,600
"STRG.17642",585,462,459,441,540,474
"STRG.17646",447,460,487,85,99,110
"STRG.17644",164,290,272,34,72,75
"STRG.2167",446,618,478,89,85,95
"STRG.1589",266,173,187,69,94,72
"STRG.2161",145,162,164,250,331,390
"STRG.2169",376,230,328,335,367,400
"STRG.19739",539,38,95,1080,1203,659
"STRG.19730",12720,11753,9810,2984,4218,3895
"STRG.1416",11,14,3,24,18,24
"STRG.2150",16746,16391,15928,2235,2093,2577
"STRG.10513",5821,1537,2754,7255,4942,5666
"STRG.10511",116,137,111,422,250,487
"STRG.10510",28,19,35,174,69,234
"STRG.10515",167,148,126,124,235,175
"STRG.477",837,798,568,1242,873,1022
"STRG.476",120,194,88,22,20,19
"STRG.472",377,392,371,673,789,745
"STRG.470",169,142,129,55,37,54
"STRG.479",554,321,430,375,777,628
"STRG.11390",58,64,69,11,4,15
"STRG.11391",722,730,918,241,243,271
"STRG.11399",484,687,473,114,168,145
"STRG.2419",281,269,267,422,697,641
"STRG.2414",3016,2461,2383,1842,2380,2405
"STRG.6834",175,205,168,220,236,186
"STRG.21660",151,130,112,307,243,286
"STRG.21663",627,672,373,632,1051,791
"STRG.6837",115,159,143,37,34,46
"STRG.6830",687,594,681,545,688,593
"STRG.21664",369,290,275,60,111,82
"STRG.10995",146,167,108,40,50,42
"STRG.7884",282,331,225,334,359,444
"Pocillopora_acuta_HIv1_PredGene_g23041.t1",0,0,3,21,18,23
"STRG.12444",3013,1615,2201,2426,2920,3061
"STRG.19289",1426,1361,1215,1535,2174,2083
"STRG.14035",260,175,204,640,1063,989
"STRG.9618",317,245,222,351,245,342
"STRG.7621",63,56,47,72,146,111
"STRG.21054",1295,1378,1240,435,506,524
"STRG.21052",134,88,140,32,45,47
"STRG.21053",589,540,485,68,86,119
"STRG.17259",280,393,314,89,86,92
"STRG.17252",1464,949,1091,393,348,524
"STRG.679",108,84,94,220,190,172
"STRG.7629",85,94,104,14,12,27
"STRG.676",876,552,796,124,136,148
"STRG.3753",141,169,142,151,269,220
"STRG.4461",210,182,175,246,233,245
"STRG.4469",698,801,723,194,281,336
"Pocillopora_acuta_HIv1_PredGene_g26957.t1",0,0,0,23,35,33
"STRG.17871",73,117,58,69,154,144
"STRG.17873",779,1175,773,1839,2761,2055
"STRG.17872",652,622,587,1628,1813,1679
"STRG.17875",21,30,11,31,101,31
"STRG.17877",218,207,237,3718,2122,3814
"STRG.11151",230,222,129,57,66,32
"STRG.11152",205,160,100,56,46,40
"STRG.11154",32,30,19,50,42,31
"STRG.11156",151,172,158,149,166,204
"Pocillopora_acuta_HIv1_PredGene_g4129.t3",0,3,0,13,22,28
"STRG.20093",265,174,140,49,44,67
