"","X1041.gtf","X1471.gtf","X1637.gtf","Sample1.gtf","Sample2.gtf","Sample3.gtf"
"Pocillopora_acuta_HIv1_PredGene_g21636.t1",0,1,0,43,133,21
"Pocillopora_acuta_HIv1_PredGene_g22973.t1",0,0,0,18,18,30
"Pocillopora_acuta_HIv1_PredGene_g22588.t1",0,19,9,166,412,381
"STRG.24039",142,117,106,32,51,45
"STRG.24038",271,311,249,98,117,89
"STRG.24037",895,686,645,1329,1035,841
"STRG.24036",144,142,142,174,477,265
"STRG.24035",157,94,108,31,33,31
"STRG.23569",54,41,27,43,69,67
"Pocillopora_acuta_HIv1_PredGene_g20673.t1",0,0,0,92,38,64
"STRG.9556",102,108,62,14,19,24
"STRG.5676",105,181,116,23,54,44
"Pocillopora_acuta_HIv1_PredGene_g15815.t1",0,7,0,11,25,21
"STRG.6233",543,498,376,177,121,159
"STRG.17380",1228,834,694,899,1406,1478
"STRG.2081",66,85,79,93,115,84
"STRG.2080",26,26,52,40,192,96
"STRG.15",142,92,126,45,34,40
"STRG.12270",103,75,83,30,26,31
"STRG.12274",1798,1548,1329,1915,2350,2012
"STRG.1190",764,766,1007,139,243,206
"STRG.21712",422,452,362,70,128,70
"STRG.17354",1512,1330,1147,1789,1762,1931
"STRG.17359",571,395,459,771,843,775
"STRG.738",600,704,521,564,645,568
"STRG.739",111,127,134,170,225,247
"STRG.4506",352,334,346,65,167,127
"STRG.4501",38,56,43,94,125,104
"STRG.20448",199,194,346,263,332,493
"STRG.20449",10,9,0,82,41,108
"STRG.11217",211,126,190,329,353,485
"STRG.11216",468,351,326,419,516,494
"STRG.20196",275,112,128,238,235,190
"STRG.20192",397,217,295,524,567,702
"STRG.20193",547,766,405,650,1369,993
"STRG.18120",123,83,76,0,19,12
"STRG.11966",384,287,271,99,68,89
"STRG.11963",310,311,197,86,99,82
"STRG.11969",157,151,116,28,22,63
"STRG.11968",88,99,97,16,24,11
"STRG.15244",300,240,222,80,50,66
"STRG.15247",316,158,189,67,52,71
"STRG.23363",79,78,131,25,31,15
"STRG.23361",225,242,190,302,383,338
"STRG.23367",279,268,230,49,40,23
"STRG.6210",135,124,109,21,46,34
"STRG.3364",163,76,62,17,24,10
"STRG.12739",830,756,588,862,1001,965
"STRG.12736",71,95,73,94,124,111
"STRG.1292",97,97,76,20,20,22
"STRG.1294",2555,2736,2059,2289,2674,2385
"STRG.18552",9,5,5,20,25,28
"STRG.22105",280,204,139,64,83,72
"STRG.22102",11,13,11,23,24,27
"STRG.2011",1370,1613,1286,2456,2400,2740
"STRG.2014",184,233,185,44,70,48
"STRG.2015",1020,617,1041,155,148,217
"STRG.19602",24,26,39,49,92,69
"STRG.19603",416,427,351,474,475,505
"STRG.14129",1515,1048,1123,2454,1507,2093
"STRG.13952",493,118,115,70,25,33
"STRG.13956",11,12,23,0,0,0
"STRG.21458",133,110,90,36,24,46
"STRG.21459",1403,1531,1199,1103,1428,1356
"STRG.21453",195,174,150,44,56,45
"STRG.10609",414,249,229,47,24,33
"STRG.10605",286,409,191,399,564,436
"STRG.10604",16,29,20,55,59,60
"STRG.10603",5,22,15,104,141,152
"STRG.10601",617,370,433,182,134,209
"STRG.10600",465,338,307,35,37,50
"STRG.14220",612,448,486,98,137,147
"STRG.20265",533,432,449,120,85,129
"STRG.11552",42,43,58,7,7,0
"STRG.24176",2,3,5,12,45,24
"STRG.24174",14,6,5,47,81,46
"STRG.12385",433,288,314,136,100,158
"STRG.15910",163,150,122,45,54,41
"STRG.3",9,10,12,15,28,20
"STRG.4743",145,98,144,49,35,44
"STRG.9242",518,497,276,1171,1551,1181
"STRG.9243",554,446,423,422,412,514
"STRG.16633",926,809,798,243,244,237
"Pocillopora_acuta_HIv1_PredGene_g23657.t1",0,28,6,126,519,242
"Pocillopora_acuta_HIv1_PredGene_g24138.t1",0,0,0,11,30,18
"STRG.15009",621,501,431,184,260,178
"STRG.15005",339,436,401,390,465,531
"STRG.15002",16,0,3,11,32,59
"STRG.17530",1369,1179,961,296,316,328
"STRG.19628",200,92,202,234,186,238
"STRG.9017",133,138,140,30,26,26
"STRG.9016",1500,1202,1347,277,193,324
"STRG.5571",164,148,161,61,58,56
"STRG.1050",266,445,343,88,153,153
"STRG.1055",525,438,462,209,239,237
"STRG.1054",122,273,98,22,59,25
"STRG.18714",210,208,163,53,64,103
"STRG.14841",23,47,25,72,70,67
"STRG.14842",39,27,58,64,65,83
"STRG.14846",84,53,75,114,131,150
"STRG.17597",716,847,685,546,814,857
"STRG.22347",122,75,79,132,142,165
"STRG.22345",1168,1017,951,464,421,407
"STRG.16726",688,537,476,540,716,657
"STRG.16727",182,192,197,49,75,75
"STRG.16725",615,668,726,624,734,843
"STRG.6732",25,22,31,57,78,71
"STRG.19442",539,523,484,396,628,515
"STRG.19444",271,273,195,83,80,96
"STRG.19445",179,162,107,128,291,208
"STRG.19448",906,488,619,558,922,785
"STRG.19449",218,253,242,60,92,81
"STRG.9726",33,16,29,73,42,47
"STRG.19195",77,56,49,99,114,136
"STRG.15663",132,79,97,20,33,16
"STRG.19193",350,243,304,413,916,795
"STRG.21692",195,184,157,61,63,54
"STRG.21696",1949,1835,1460,1605,1826,1966
"STRG.17094",136,212,125,18,45,37
"Pocillopora_acuta_HIv1_PredGene_g10347.t1",0,0,0,68,90,68
"STRG.10370",1159,118,1082,1845,3083,3492
"STRG.20877",178,219,252,295,495,402
"STRG.20874",775,667,665,637,1177,968
"STRG.20879",163,191,166,69,59,57
"STRG.20878",28,25,16,39,31,34
"STRG.3547",346,323,246,379,551,431
"STRG.296",82,132,69,16,26,20
"STRG.295",151,116,89,22,14,13
"STRG.7045",242,230,288,276,341,363
"STRG.8098",5377,3429,6370,1071,1523,1797
"STRG.8099",12305,8665,17682,2387,3364,5172
"Pocillopora_acuta_HIv1_PredGene_g15286.t1",0,12,0,117,260,245
"STRG.10950",56,46,68,8,11,15
"STRG.20256",224,131,126,308,171,227
"STRG.20254",266,301,132,197,572,296
"STRG.11025",643,403,435,193,188,231
"STRG.14018",13,5,12,31,31,44
"STRG.14019",70,41,56,189,113,158
"STRG.8546",935,640,643,796,800,846
"STRG.8547",18,10,25,62,59,62
"STRG.2635",26,67,76,103,131,201
"Pocillopora_acuta_HIv1_PredGene_g15284.t1",0,0,0,11,53,44
"STRG.6396",131,44,101,24,16,26
"STRG.6390",141,98,92,23,31,24
"STRG.23757",2365,2787,2365,1786,3294,2910
"STRG.6556",405,570,402,168,155,169
"STRG.23759",219,145,216,311,193,334
"STRG.6029",801,567,407,1063,1165,1012
"STRG.6025",418,324,362,264,535,453
"STRG.909",137,46,101,115,192,207
"STRG.901",671,554,515,805,720,834
"STRG.900",59,37,38,56,101,91
"STRG.906",167,116,192,38,43,54
"STRG.905",591,683,511,179,240,210
"STRG.22804",346,532,286,389,1076,625
"STRG.10311",629,331,443,392,563,578
"STRG.21047",11,19,16,24,37,51
"STRG.17263",373,299,213,82,68,55
"STRG.13569",168,118,120,116,176,177
"STRG.13567",544,457,551,104,122,166
"STRG.13566",548,313,590,107,79,180
"STRG.13565",37,175,98,204,395,442
"STRG.13562",5877,3593,3371,3943,4917,3713
"STRG.21869",2146,1181,1222,1995,2215,2168
"STRG.21866",74,84,52,89,157,115
"STRG.18660",110,76,82,24,27,29
"Pocillopora_acuta_HIv1_PredGene_g24644.t1",0,2,0,12,24,13
"STRG.5628",44,28,41,74,58,78
"STRG.5629",524,914,466,105,115,155
"STRG.5620",465,394,424,352,759,569
"STRG.5621",179,176,151,55,62,73
"STRG.5624",143,128,126,22,14,17
"STRG.5626",206,233,206,309,508,503
"STRG.14506",61,29,88,104,59,152
"STRG.15677",16900,16469,12160,5202,6678,5795
"STRG.4283",456,395,364,125,177,178
"STRG.4287",301,270,193,95,108,117
"STRG.20313",66,90,74,18,11,15
"STRG.8701",88,111,62,99,185,100
"STRG.8703",168,94,97,19,26,34
"STRG.8704",249,199,130,179,229,237
"STRG.6629",482,336,321,348,507,375
"STRG.6624",18,29,19,33,44,31
"STRG.6621",166,243,141,36,54,37
"STRG.6620",431,305,371,101,96,146
"STRG.6623",572,544,446,420,644,698
"STRG.2539",111,152,126,42,40,39
"STRG.2535",295,332,227,368,431,446
"STRG.2534",2671,2367,1816,483,510,357
"STRG.2531",720,517,579,768,1283,995
"STRG.2532",174,127,187,39,62,50
"STRG.15619",571,286,188,530,515,438
"STRG.15618",36,20,35,55,40,45
"STRG.12348",22,33,46,37,92,54
"STRG.12349",191,227,154,24,39,48
"STRG.12345",431,411,398,471,634,588
"STRG.12347",131,147,121,20,27,33
"STRG.12341",574,344,280,470,609,593
"STRG.2282",49,258,427,12,26,74
"STRG.2286",87,62,79,67,120,96
"STRG.2285",244,174,239,321,359,369
"STRG.1398",412,559,455,711,1545,1396
"STRG.1395",157,88,109,107,205,212
"STRG.1397",239,288,167,841,1309,1258
"STRG.15178",273,155,191,268,243,294
"STRG.19876",278,214,319,76,88,135
"STRG.19870",415,424,355,118,58,88
"STRG.13762",798,420,650,615,606,864
"STRG.11728",236,179,188,30,65,34
"STRG.19253",139,73,95,297,387,350
"STRG.19257",413,307,290,379,739,567
"STRG.19255",517,536,531,118,195,203
"STRG.19258",162,248,194,201,533,397
"STRG.2736",22,13,13,29,25,36
"STRG.20686",131,75,59,13,14,0
"STRG.20680",288,386,288,332,605,548
"STRG.20682",1607,1275,1328,398,450,376
"STRG.316",107,148,96,160,301,213
"STRG.315",829,809,732,289,244,382
"STRG.313",1206,756,730,998,1347,1220
"STRG.311",282,265,280,199,423,295
"Pocillopora_acuta_HIv1_PredGene_g15396.t1",0,0,2,15,18,15
"STRG.11183",24,28,22,92,113,80
"STRG.11187",253,390,280,100,110,119
"STRG.11184",21,33,28,28,54,56
"STRG.19200",934,952,659,177,259,243
"STRG.21333",565,683,624,555,824,744
"STRG.7237",168,89,108,141,167,204
"STRG.7230",297,531,302,527,883,587
"STRG.7233",529,466,436,51,84,95
"STRG.7232",267,357,382,74,124,149
"STRG.23652",30,13,19,33,44,53
"STRG.23656",255,152,243,216,257,309
"STRG.23659",70,197,119,27,24,29
"Pocillopora_acuta_HIv1_PredGene_g28129.t1",0,0,1,601,478,502
"STRG.18864",266,318,250,281,293,405
"STRG.6819",73,46,50,10,12,11
"STRG.19814",97,139,67,19,29,18
"STRG.19817",111,34,80,15,12,11
"STRG.13242",66,34,60,69,115,75
"STRG.23383",176,200,180,158,326,258
"STRG.10436",252,187,164,41,44,48
"STRG.9955",7311,8109,7389,840,533,719
"STRG.9952",133,110,66,26,31,22
"STRG.4853",357,536,377,375,596,451
"STRG.881",144,73,98,14,28,46
"STRG.9372",662,392,561,417,626,640
"STRG.5452",659,865,463,687,1080,726
"STRG.9370",55,59,52,15,13,20
"STRG.9371",1741,986,1270,348,259,429
"STRG.9376",1056,756,837,1439,942,1811
"STRG.4588",134,102,103,34,38,38
"STRG.4585",563,404,412,445,438,532
"STRG.2862",393,362,309,148,177,165
"STRG.2869",649,583,555,182,163,207
"STRG.17937",33,23,14,41,28,58
"Pocillopora_acuta_HIv1_PredGene_g132.t1",0,0,0,58,39,21
"STRG.4321",343,329,312,96,115,152
"STRG.4324",383,361,330,257,603,568
"STRG.4325",406,356,292,103,47,101
"STRG.15049",11,10,19,499,559,761
"Pocillopora_acuta_HIv1_PredGene_g7428.t1",0,0,0,185,176,253
"STRG.15799",1307,1342,1342,565,514,653
"STRG.7749",25,9,37,52,41,78
"STRG.7748",2004,2148,1753,2244,4575,3904
"STRG.7745",1258,761,1343,1843,1436,2266
"STRG.14774",84,139,86,101,145,182
"STRG.14772",485,355,481,96,67,100
"STRG.14771",465,336,463,52,34,58
"STRG.15424",247,210,183,17,24,19
"STRG.15425",669,415,584,158,237,203
"STRG.15426",148,109,164,295,218,467
"STRG.15420",149,190,151,43,44,58
"STRG.16680",1368,715,911,310,107,274
"STRG.16684",227,295,244,81,95,99
"STRG.16688",265,145,235,223,382,243
"Pocillopora_acuta_HIv1_PredGene_g7495.t2",0,39,19,233,379,346
"STRG.17485",291,284,235,518,579,431
"STRG.17486",386,514,403,374,1100,577
"STRG.17480",57,44,63,7,17,16
"STRG.17482",229,246,235,287,497,527
"STRG.1747",107,95,97,100,111,102
"STRG.1746",319,294,295,93,66,102
"STRG.5845",25,50,31,42,96,58
"STRG.19939",145,132,115,47,34,57
"Pocillopora_acuta_HIv1_PredGene_g7476.t1",0,0,12,63,12,106
"STRG.243",1159,709,893,144,113,215
"STRG.7203",572,431,335,723,1351,1103
"STRG.2091",112,80,101,24,26,20
"STRG.2095",4432,3044,2719,1138,926,1027
"STRG.21988",39,25,28,3,7,8
"STRG.19686",1114,1189,1122,1015,1400,1227
"STRG.19687",614,857,499,735,1092,725
"STRG.21980",2742,3766,3038,310,269,269
"STRG.21983",280,274,177,82,92,113
"STRG.21985",305,249,220,52,53,78
"STRG.23858",185,139,177,184,328,237
"STRG.23853",269,254,205,62,86,92
"Pocillopora_acuta_HIv1_PredGene_g27421.t1",0,0,0,30,22,30
"STRG.18081",532,372,331,432,500,451
"STRG.18084",21,94,69,70,248,162
"STRG.18087",47,14,34,0,0,6
"STRG.18086",3502,3309,3041,2809,3992,3909
"STRG.22188",319,170,220,297,224,304
"STRG.22186",229,119,173,241,190,242
"STRG.10687",322,405,290,61,79,75
"STRG.18332",288,370,320,291,420,512
"STRG.18330",264,367,290,119,104,112
"STRG.18334",454,496,481,125,81,135
"STRG.18338",141,96,105,123,247,184
"STRG.13481",553,401,347,129,193,221
"STRG.13484",586,673,569,427,759,666
"STRG.3879",24,15,48,0,5,0
"STRG.3878",1,9,2,15,56,37
"STRG.3875",6,4,10,124,378,222
"STRG.3874",56,42,53,159,97,193
"STRG.20769",34,14,27,0,3,4
"Pocillopora_acuta_HIv1_PredGene_g11901.t1",0,0,0,38,59,52
"STRG.23447",13,5,8,17,22,28
"Pocillopora_acuta_HIv1_PredGene_g32912.t1",0,0,0,16,23,17
"STRG.22076",274,198,225,237,239,236
"STRG.19883",152,221,206,49,46,67
"STRG.19880",829,2097,1261,234,498,412
"STRG.23591",381,571,422,78,160,125
"STRG.12533",11,17,10,25,24,30
"STRG.12532",82,62,73,8,10,12
"Pocillopora_acuta_HIv1_PredGene_g4865.t1",0,9,0,34,28,19
"STRG.17010",624,434,663,197,153,248
"STRG.166",476,388,342,93,121,130
"STRG.8731",409,296,377,443,316,479
"STRG.168",110,157,162,289,433,289
"STRG.16946",13615,8307,5300,2766,3204,1935
"STRG.16947",334,298,208,387,280,378
"STRG.16949",136,80,77,22,36,19
"STRG.20565",820,737,800,652,817,882
"STRG.20564",767,582,543,530,646,616
"STRG.20568",1290,235,835,2284,525,2400
"STRG.14095",4,12,3,19,15,24
"STRG.8019",487,346,337,581,564,596
"STRG.8012",93,48,58,11,18,18
"STRG.8013",15,10,5,37,28,24
"STRG.8014",8,7,0,21,20,22
"STRG.8016",124,79,66,175,204,196
"STRG.14631",400,456,446,682,1441,1157
"STRG.14635",551,62,177,28,8,8
"STRG.15892",693,921,750,123,134,157
"STRG.15326",291,161,232,29,43,35
"STRG.15322",269,341,251,105,99,137
"STRG.15321",1244,1028,1006,1371,2104,1661
"STRG.10735",9,25,17,27,46,43
"STRG.3796",26,25,38,43,53,52
"STRG.3795",369,345,380,462,615,629
"STRG.6318",68,93,49,106,122,110
"STRG.3790",1086,1080,809,978,972,1110
"STRG.6311",868,631,515,176,148,209
"STRG.6312",18,38,26,3,2,5
"STRG.18989",161,135,96,193,159,192
"STRG.18985",39,37,10,64,256,110
"STRG.981",183,137,99,40,40,28
"STRG.7958",87,76,69,76,93,86
"STRG.7953",1716,1406,1325,2317,4007,3908
"STRG.12674",45,41,34,68,110,94
"STRG.23139",93,63,80,75,148,107
"STRG.23132",425,408,281,102,139,123
"STRG.23131",3056,2052,1874,2981,3826,3553
"STRG.23130",511,527,464,199,225,242
"STRG.23136",1176,936,859,1692,1185,1396
"STRG.23134",2533,2416,1844,386,453,450
"STRG.13078",1762,1434,1038,2900,7546,5103
"STRG.13077",547,464,483,331,624,611
"STRG.13071",6253,6491,4978,688,618,767
"STRG.13070",145,163,111,12,15,24
"STRG.2119",172,124,102,20,21,25
"STRG.2118",298,309,258,71,92,94
"STRG.2117",423,349,277,373,539,395
"STRG.19762",2018,1572,1529,1682,2486,2370
"STRG.19768",383,248,243,253,347,356
"STRG.13693",324,265,495,106,56,143
"STRG.13696",14,21,19,31,38,36
"STRG.2412",79,54,56,54,88,90
"STRG.408",75,73,74,19,23,22
"STRG.402",298,305,287,246,293,344
"STRG.18770",39,16,31,49,173,92
"STRG.1070",526,494,505,477,607,642
"STRG.11691",67,61,48,80,102,110
"STRG.11344",1068,901,682,1482,1289,1123
"STRG.11341",58,59,40,100,98,66
"STRG.11340",238,298,306,1565,3936,929
"STRG.11349",346,257,258,406,561,525
"STRG.11348",2053,1007,1593,1975,2091,3299
"STRG.3719",28,19,22,123,67,74
"STRG.19804",266,322,261,318,481,560
"Pocillopora_acuta_HIv1_PredGene_g9535.t1",0,0,0,60,52,45
"STRG.9521",189,203,211,64,75,96
"STRG.9526",248,215,249,60,67,51
"STRG.4172",347,420,527,121,100,113
"STRG.4170",35,28,21,37,61,84
"Pocillopora_acuta_HIv1_PredGene_g7909.t1",0,16,21,21,85,66
"STRG.15696",922,841,729,1349,1906,1830
"STRG.15694",923,684,293,145,40,196
"STRG.15692",430,315,390,148,131,152
"Pocillopora_acuta_HIv1_PredGene_g3095.t1",0,5,22,44,68,93
"STRG.12473",118,115,78,26,43,37
"STRG.12475",217,202,217,35,92,91
"STRG.18610",87,47,74,3,21,19
"STRG.1315",1193,1491,1295,1789,6240,3873
"STRG.1316",315,348,302,265,370,450
"Pocillopora_acuta_HIv1_PredGene_g21242.t1",0,0,0,58,14,78
"STRG.16572",155,165,88,32,18,23
"STRG.19568",31,46,27,96,95,102
"STRG.16579",687,654,490,528,1033,784
"STRG.5341",193,232,210,38,42,53
"STRG.5340",88,86,57,12,9,12
"STRG.9646",419,327,351,91,159,121
"STRG.5346",1071,893,821,1483,1222,1374
"STRG.9644",301,263,246,71,80,64
"STRG.15907",221,217,157,38,34,42
"STRG.21000",570,292,337,126,113,120
"STRG.21004",452,315,316,150,171,126
"STRG.641",477,360,623,75,49,84
"STRG.642",90,73,65,58,130,116
"STRG.643",79,86,107,10,16,21
"STRG.644",1368,1084,1063,2403,1658,2816
"STRG.645",211,224,190,58,88,94
"STRG.648",354,415,232,110,136,104
"STRG.4438",1519,1084,1161,1670,1449,2207
"STRG.396",157,132,173,28,68,46
"STRG.392",595,784,654,143,242,209
"STRG.391",158,89,129,102,210,186
"STRG.8194",206,262,186,266,357,391
"STRG.11101",457,313,335,431,342,441
"STRG.11107",113,146,115,161,231,196
"STRG.20066",107,87,114,130,196,225
"STRG.2776",244,212,195,72,65,86
"STRG.8222",84,83,64,20,15,18
"STRG.6104",471,464,467,138,192,242
"STRG.6105",23,30,35,46,54,38
"STRG.6100",262,222,198,52,21,48
"STRG.11812",538,510,542,182,247,260
"STRG.17615",370,280,252,113,104,111
"STRG.7858",152,109,116,31,34,40
"STRG.22969",593,519,474,362,656,586
"STRG.2191",12,19,9,31,28,24
"STRG.7851",215,230,161,195,225,234
"STRG.22966",828,664,667,113,182,170
"STRG.7857",163,261,205,259,495,373
"STRG.3169",701,548,505,647,625,747
"STRG.3168",506,747,591,903,855,1421
"STRG.3161",78,62,31,103,87,62
"STRG.8584",47,44,37,50,73,55
"STRG.1459",241,215,155,16,17,20
"STRG.1454",110,143,124,37,34,46
"STRG.1452",187,165,141,31,19,20
"STRG.1450",800,600,608,209,133,161
"STRG.22035",297,466,296,113,88,170
"STRG.22034",298,360,291,316,432,443
"STRG.9443",156,209,158,40,50,44
"STRG.3785",311,533,380,417,676,621
"STRG.9489",465,378,374,285,534,540
"STRG.5102",507,332,326,343,362,460
"STRG.6364",162,232,163,43,31,56
"STRG.3788",115,105,65,18,41,25
"Pocillopora_acuta_HIv1_PredGene_g28086.t1",0,0,0,11,20,11
"STRG.992",303,147,147,48,53,45
"STRG.14445",881,712,742,215,151,263
"STRG.14440",86,66,98,18,21,36
"STRG.16352",7536,5166,5564,1822,2139,2383
"STRG.16350",406,144,158,80,51,32
"STRG.16358",216,162,131,137,227,212
"STRG.12845",196,53,72,26,25,17
"STRG.12843",134,138,102,39,38,50
"STRG.12840",471,479,326,422,603,545
"STRG.8425",168,215,151,324,699,553
"STRG.8427",625,1140,796,1029,1343,1369
"STRG.8426",210,216,224,322,419,340
"STRG.8423",1280,2007,1551,3302,8082,6688
"STRG.8422",1103,1923,1296,4086,10986,8557
"STRG.6095",100,54,130,94,178,192
"STRG.6475",179,176,189,131,225,232
"STRG.6471",679,727,450,602,852,815
"STRG.2364",86,80,51,184,147,280
"STRG.12154",197,318,215,71,66,82
"STRG.12152",385,321,275,95,90,102
"STRG.12158",354,390,338,101,113,117
"STRG.20472",440,403,387,291,484,486
"STRG.1125",199,123,102,48,50,47
"STRG.22443",98,67,59,18,26,22
"STRG.13618",575,566,581,243,286,287
"STRG.16433",16,21,16,25,40,27
"STRG.13402",59,39,84,108,113,160
"STRG.16431",333,257,192,38,35,32
"STRG.13407",82,111,82,27,22,34
"STRG.13408",65,85,44,73,248,100
"STRG.16438",750,607,532,481,663,696
"STRG.21900",7,0,6,16,32,28
"STRG.21903",210,140,163,0,0,0
"STRG.21904",200,399,428,539,781,886
"STRG.19068",440,441,341,86,103,87
"STRG.19064",460,307,375,117,86,157
"STRG.17382",805,1489,854,1341,1752,1432
"STRG.17389",45,52,64,78,182,168
"STRG.21274",150,177,195,46,66,72
"STRG.11992",171,188,152,150,223,242
"STRG.3677",615,692,552,622,1178,1100
"Pocillopora_acuta_HIv1_PredGene_g2926.t1",0,5,3,11,36,22
"STRG.1955",205,201,212,86,84,84
"STRG.1950",292,118,167,63,39,56
"STRG.1951",170,301,156,34,42,39
"STRG.14123",925,1212,800,194,157,241
"STRG.1958",209,261,166,238,213,278
"STRG.1959",589,616,524,581,1294,811
"STRG.7464",1544,1133,997,477,401,487
"STRG.7466",134,90,80,122,154,159
"STRG.7463",302,374,365,70,79,125
"STRG.6738",7,0,6,25,48,39
"STRG.5827",98,93,126,116,177,107
"STRG.8504",104,107,93,230,502,265
"STRG.5825",211,80,81,179,168,192
"STRG.13362",53,76,101,81,117,136
"STRG.23957",1269,526,818,302,104,264
"STRG.18059",359,200,224,72,97,68
"Pocillopora_acuta_HIv1_PredGene_g2574.t1",0,7,0,15,31,19
"STRG.9850",1165,994,978,952,1165,1119
"STRG.22378",637,621,576,224,332,268
"STRG.5710",246,201,174,464,450,564
"STRG.9146",173,149,129,28,37,24
"STRG.9148",55,50,49,63,123,77
"STRG.4047",524,388,647,121,88,168
"STRG.4044",159,64,72,20,18,28
"STRG.16252",1743,1160,1594,286,118,217
"STRG.16251",260,289,191,83,108,86
"STRG.16256",640,531,530,27,107,163
"STRG.16255",45,42,37,56,69,67
"STRG.3717",519,388,474,472,735,704
"STRG.6531",452,333,267,430,805,588
"STRG.6532",674,156,206,89,54,55
"STRG.2440",207,327,161,57,52,52
"STRG.1620",309,360,244,105,104,66
"STRG.18909",2365,1606,1914,1706,1843,2324
"STRG.17616",157,135,121,32,50,27
"STRG.2190",7,0,3,34,59,19
"STRG.17619",471,349,489,466,516,489
"STRG.1083",353,354,400,84,101,133
"STRG.1084",340,486,626,66,68,83
"STRG.1085",851,1031,785,1433,1677,1792
"STRG.1086",189,155,187,217,623,436
"STRG.18274",55,68,43,0,6,3
"STRG.18278",76,91,53,11,14,17
"STRG.21845",137,137,155,146,241,203
"STRG.486",238,240,302,229,344,327
"STRG.483",1075,905,862,278,120,163
"STRG.481",703,688,559,236,217,203
"STRG.22445",341,374,343,352,613,572
"STRG.13613",225,320,247,55,41,61
"STRG.17381",74,92,40,85,103,99
"STRG.11618",65,54,59,18,13,7
"STRG.11617",2143,3963,2474,3990,8087,6374
"STRG.3273",6,14,0,30,17,35
"STRG.14413",27,88,72,4,9,7
"STRG.11681",311,318,213,372,406,386
"STRG.1075",524,401,415,335,470,449
"STRG.24236",959,748,738,290,355,317
"STRG.24238",22,47,37,71,177,147
"STRG.7344",177,153,163,57,41,47
"STRG.16304",416,539,378,379,489,566
"STRG.23276",1500,1557,1442,1439,1183,1651
"STRG.16472",115,92,100,31,26,31
"STRG.14217",262,266,307,220,350,313
"Pocillopora_acuta_HIv1_PredGene_g16845.t1",0,10,0,26,44,49
"STRG.2802",296,270,163,215,274,280
"Pocillopora_acuta_HIv1_PredGene_25053_t",0,9,0,22,31,103
"STRG.19311",152,148,124,34,53,61
"STRG.19316",180,178,146,249,388,353
"STRG.19317",106,78,85,81,120,97
"STRG.15986",43,32,35,49,69,46
"STRG.3934",156,196,109,45,48,45
"STRG.3935",121,89,149,203,177,220
"STRG.3933",1948,2023,1380,1542,2399,2028
"STRG.3930",583,424,370,183,113,133
"STRG.3931",119,131,88,93,146,162
"STRG.16865",387,259,309,81,84,70
"STRG.16864",39,62,45,72,74,106
"STRG.16867",275,241,244,41,64,83
"STRG.16866",506,324,269,364,468,422
"STRG.16868",134,38,93,20,14,22
"STRG.5697",16,11,15,0,0,0
"STRG.20352",552,923,889,547,2586,1703
"STRG.20350",16,29,19,36,62,50
"STRG.20351",8,7,0,36,35,35
"STRG.5524",28,34,19,85,96,78
"STRG.8119",82,45,83,10,5,13
"STRG.8111",228,184,133,68,49,57
"STRG.8113",7859,9362,7979,1264,1642,1545
"STRG.8112",115,105,92,86,119,117
"STRG.17809",366,384,372,457,488,697
"STRG.10850",199,192,214,54,82,87
"STRG.14573",252,125,305,51,56,82
"STRG.14577",286,289,266,89,58,88
"STRG.7583",3707,2818,3057,743,829,853
"STRG.3692",126,112,116,136,139,147
"STRG.8808",75,86,51,13,20,20
"STRG.10138",44,42,35,69,116,100
"STRG.16045",540,364,418,562,418,795
"STRG.16044",232,174,222,329,286,334
"STRG.16048",341,364,225,259,525,393
"STRG.6184",138,101,206,19,29,52
"STRG.6186",711,786,701,204,207,182
"STRG.6188",9,14,4,41,34,39
"STRG.23074",110,152,84,171,484,279
"STRG.23075",204,170,141,29,36,49
"STRG.14714",13,9,15,16,23,44
"STRG.13133",552,333,455,85,101,102
"STRG.13134",123,88,144,210,452,371
"STRG.13138",586,417,544,665,499,831
"STRG.2257",265,189,208,40,39,33
"STRG.2258",173,137,107,36,37,50
"STRG.13795",485,608,483,118,213,128
"STRG.10443",6,6,4,15,33,22
"STRG.10447",1566,770,895,1481,1061,1321
"STRG.23924",80,132,64,31,12,17
"STRG.13860",6627,6973,6024,6992,8415,8567
"STRG.13861",877,657,676,523,722,704
"STRG.13868",13,37,13,0,3,0
"STRG.21562",91,128,84,15,28,21
"STRG.21560",81,73,96,132,390,298
"STRG.560",153,146,123,34,26,23
"STRG.569",173,147,135,63,48,55
"STRG.11796",305,128,143,19,17,33
"STRG.11797",110,54,37,186,99,118
"STRG.11793",108,74,54,27,12,11
"STRG.11791",183,132,171,262,448,415
"STRG.24004",1872,1241,1086,1440,2446,1483
"STRG.24005",337,324,336,49,52,52
"STRG.5819",232,188,140,394,282,388
"STRG.5811",112,55,52,15,21,19
"STRG.19900",11273,13894,11563,1181,956,1133
"STRG.19907",335,354,304,357,712,492
"STRG.19906",50,70,66,81,185,223
"STRG.19904",188,166,153,37,48,51
"STRG.9407",178,130,226,254,437,458
"STRG.4637",210,214,278,73,73,100
"STRG.4633",244,277,268,241,329,406
"STRG.4639",9302,8370,8615,979,737,879
"STRG.8341",9,8,8,11,26,19
"STRG.24146",836,927,702,619,1486,1246
"Pocillopora_acuta_HIv1_PredGene_g10450.t1",0,3,6,13,21,17
"STRG.7131",100,99,76,72,142,115
"STRG.8344",791,1048,786,299,363,417
