"","X1041.2","X1471.2","X1637.2","Sample1.2","Sample2.2","Sample3.2"
"MSTRG.7096",297,287,317,833,1740,1714
"MSTRG.236",112,201,152,975,1022,1048
"MSTRG.239",135,121,84,56,43,37
"MSTRG.12373",93,98,72,26,35,27
"MSTRG.9944",5186,6043,4964,729,555,559
"MSTRG.9943",215,325,181,62,88,66
"MSTRG.9942",611,728,566,857,716,852
"MSTRG.9949",14,11,16,24,45,34
"MSTRG.3808",467,546,357,473,604,588
"MSTRG.14664",3,9,14,44,34,74
"MSTRG.10565",331,209,338,66,78,106
"MSTRG.20399",246,298,195,307,300,325
"MSTRG.17379",327,256,228,474,381,424
"MSTRG.17372",206,263,175,93,85,96
"MSTRG.17373",3367,2125,2098,1051,957,870
"MSTRG.17377",97,68,75,20,22,24
"MSTRG.17374",3008,2687,2452,4466,4635,5242
"MSTRG.17375",214,173,232,102,62,99
"MSTRG.11005",1199,319,812,2048,733,1850
"MSTRG.11008",753,685,709,734,826,875
"MSTRG.22804",202,269,281,226,491,477
"MSTRG.22805",390,297,385,431,871,662
"MSTRG.22807",628,456,458,792,595,718
"MSTRG.22800",170,209,171,191,304,230
"MSTRG.22801",364,313,370,135,154,134
"MSTRG.22802",795,670,761,957,1494,1458
"MSTRG.22803",609,485,368,658,590,521
"MSTRG.24401",89,64,68,162,153,132
"MSTRG.14787",805,646,519,775,1201,885
"MSTRG.14782",134,161,156,196,257,188
"MSTRG.14783",1643,1421,1077,2655,2225,2058
"MSTRG.13404",1865,1431,1188,1980,2918,2475
"MSTRG.13402",460,346,431,1225,1189,1373
"MSTRG.13403",1004,1113,1014,1099,1267,1551
"MSTRG.16927",445,419,353,730,951,776
"MSTRG.6878",1261,1238,1172,1191,1396,1328
"MSTRG.2553",109,51,53,30,14,28
"MSTRG.2550",493,343,296,46,43,49
"MSTRG.2556",201,168,129,203,246,212
"MSTRG.2555",297,262,245,112,101,150
"MSTRG.2558",46,10,34,95,36,128
"MSTRG.19573",169,137,107,45,48,71
"MSTRG.19570",26,33,35,5,8,10
"MSTRG.8569",105,149,118,232,307,214
"MSTRG.1779",29,17,32,48,35,42
"MSTRG.1776",63,57,39,84,112,83
"MSTRG.1777",8,6,12,17,23,25
"MSTRG.2078",790,565,606,270,173,261
"MSTRG.21602",266,348,180,57,45,53
"MSTRG.20642",174,115,210,37,30,49
"MSTRG.9216",298,515,226,754,818,736
"MSTRG.6468",462,335,422,404,628,594
"MSTRG.6465",14,6,14,22,29,34
"MSTRG.84",129,67,70,135,203,229
"MSTRG.81",7370,7089,6758,2753,2504,2999
"MSTRG.6794",396,361,356,512,678,682
"MSTRG.6790",237,389,260,464,646,488
"MSTRG.6793",136,74,76,95,200,140
"MSTRG.5849",167,233,171,22,34,43
"MSTRG.8972",132,85,150,172,136,191
"MSTRG.8971",323,188,282,52,65,83
"MSTRG.24175",6,2,2,12,29,22
"MSTRG.24172",262,402,236,79,165,81
"MSTRG.24170",129,144,129,147,175,197
"MSTRG.5067",447,328,294,670,600,636
"MSTRG.15813",164,193,183,57,45,38
"MSTRG.15814",379,376,311,79,122,119
"MSTRG.20210",328,258,304,278,390,377
"MSTRG.18796",118,136,68,272,312,321
"MSTRG.20218",61,54,42,94,102,110
"MSTRG.17501",478,405,285,130,108,98
"MSTRG.17500",552,602,391,190,200,202
"MSTRG.17502",722,999,659,885,1190,955
"MSTRG.17507",299,325,261,125,131,169
"MSTRG.22105",42,78,103,17,25,33
"MSTRG.22104",378,348,378,582,525,754
"MSTRG.22106",269,233,257,88,41,58
"MSTRG.22101",417,374,412,536,1415,967
"MSTRG.22103",100,133,75,37,25,34
"MSTRG.22102",5645,5658,4620,891,869,856
"MSTRG.22109",1137,1385,1252,1421,1790,1839
"MSTRG.12951",1139,906,771,484,334,386
"MSTRG.12953",975,1387,931,1087,1854,1585
"MSTRG.11900",253,280,239,114,131,108
"MSTRG.11906",575,528,483,224,157,222
"MSTRG.13555",163,131,215,229,332,411
"MSTRG.4247",1719,1386,1180,689,806,760
"MSTRG.25654",324,392,323,675,1139,850
"MSTRG.25652",538,1069,703,1111,1351,1330
"MSTRG.14206",241,160,142,189,279,210
"MSTRG.2957",572,662,556,666,718,789
"MSTRG.15370",716,494,487,678,808,934
"MSTRG.10987",222,198,191,56,46,55
"MSTRG.15598",17,30,43,67,81,87
"MSTRG.15594",235,126,132,278,167,244
"MSTRG.24238",67,140,53,27,10,16
"MSTRG.14423",328,175,174,322,233,348
"MSTRG.14420",376,248,211,64,32,35
"MSTRG.14426",3622,4009,2127,38246,31893,31822
"MSTRG.14425",100,50,70,156,154,205
"MSTRG.14428",696,398,387,685,963,774
"MSTRG.1365",57,28,40,70,58,75
"MSTRG.1364",29,25,11,41,52,73
"MSTRG.1362",313,383,467,149,98,113
"MSTRG.10944",530,317,477,621,562,812
"MSTRG.10945",715,801,733,1102,1150,1369
"MSTRG.10946",160,187,200,59,23,54
"MSTRG.13559",265,217,166,59,47,63
"MSTRG.18564",457,370,407,580,815,747
"MSTRG.19734",604,457,334,1012,839,1011
"MSTRG.12589",554,318,340,564,760,751
"MSTRG.7201",9,8,12,16,31,27
"MSTRG.7207",60,14,44,39,135,98
"MSTRG.7208",512,475,510,512,838,674
"MSTRG.22119",1377,1025,921,573,400,495
"MSTRG.7972",1900,1471,1476,2428,3064,2919
"MSTRG.7973",308,229,213,286,366,356
"MSTRG.20052",284,90,188,84,27,68
"MSTRG.9530",155,117,144,53,41,67
"MSTRG.9532",15,11,26,29,48,59
"MSTRG.9533",25,28,21,37,44,34
"MSTRG.956",503,398,441,382,623,624
"MSTRG.957",1603,1321,945,3235,7549,5178
"MSTRG.21012",899,760,766,909,1263,1161
"MSTRG.6618",769,751,744,1404,2891,1951
"MSTRG.6610",629,510,570,890,879,767
"MSTRG.6612",2525,2027,1985,4317,6641,5761
"MSTRG.7568",124,203,102,24,43,18
"MSTRG.7563",4,5,8,22,15,14
"MSTRG.23567",126,65,106,24,23,19
"MSTRG.23562",83,65,72,85,91,107
"MSTRG.23563",238,171,171,64,42,49
"MSTRG.24033",2303,2442,1850,2654,2769,2460
"MSTRG.23701",1137,647,533,1184,1115,1085
"MSTRG.25920",40,60,37,71,134,94
"MSTRG.25921",89,73,81,29,32,30
"MSTRG.25929",6929,8921,6100,26717,33206,33656
"MSTRG.25075",35,33,32,39,59,70
"MSTRG.9928",4939,6079,3183,1135,2186,1316
"MSTRG.25072",320,281,298,556,797,815
"MSTRG.25304",237,287,234,266,344,361
"MSTRG.21970",137,163,97,58,48,43
"MSTRG.13920",48,41,13,124,63,73
"MSTRG.12039",61,70,94,430,760,663
"MSTRG.12036",165,137,117,235,158,179
"MSTRG.17710",258,308,202,115,77,127
"MSTRG.17711",428,308,250,144,138,145
"MSTRG.17712",148,99,80,24,41,27
"MSTRG.17714",272,229,205,120,73,81
"MSTRG.17715",1164,1080,1485,1553,1880,2261
"MSTRG.17717",665,968,968,1106,1496,1927
"MSTRG.3073",238,269,223,63,35,42
"MSTRG.3074",609,272,530,222,101,172
"MSTRG.24805",26,24,30,47,48,75
"MSTRG.11713",59,15,27,74,40,70
"MSTRG.11710",385,464,343,106,88,99
"MSTRG.1502",469,357,574,142,86,174
"MSTRG.22316",236,221,260,84,65,73
"MSTRG.9738",1198,1581,1001,2550,5783,3691
"MSTRG.9739",427,280,404,688,1007,1090
"MSTRG.9732",29,14,47,122,139,177
"MSTRG.9730",764,862,685,965,1024,962
"MSTRG.9731",25,5,28,59,41,79
"MSTRG.2854",7,6,7,15,23,12
"MSTRG.9087",12,5,6,28,22,15
"MSTRG.3810",51,118,68,35,17,8
"MSTRG.18748",75,66,63,97,100,82
"MSTRG.3812",511,453,424,209,222,227
"MSTRG.14671",268,370,426,156,98,180
"MSTRG.14676",267,192,207,254,291,274
"MSTRG.10598",45,13,4,209,31,46
"MSTRG.6362",363,890,380,20300,38890,25392
"MSTRG.12512",33,24,42,10,10,3
"MSTRG.12517",540,351,402,496,436,567
"MSTRG.25249",975,1128,841,1179,1127,1282
"MSTRG.19507",690,610,490,683,732,737
"MSTRG.6944",384,250,326,484,553,501
"MSTRG.6945",127,109,79,42,48,44
"MSTRG.19509",130,39,86,131,190,210
"MSTRG.7015",278,268,207,387,340,348
"MSTRG.7017",198,117,137,180,295,213
"MSTRG.2069",186,58,165,39,25,54
"MSTRG.2068",131,77,105,30,18,31
"MSTRG.17354",140,147,120,147,195,201
"MSTRG.13876",521,375,313,82,66,61
"MSTRG.17359",6779,6843,6244,1105,706,820
"MSTRG.9356",127,126,315,255,323,432
"MSTRG.1160",416,243,249,359,445,454
"MSTRG.22892",52,47,45,132,30,140
"MSTRG.20573",90,120,92,212,231,203
"MSTRG.5575",460,698,549,1147,1395,1448
"MSTRG.4461",892,713,487,1548,1482,1459
"MSTRG.21229",1002,1060,864,841,2213,1567
"MSTRG.16026",177,159,159,267,461,437
"MSTRG.11551",240,191,182,98,75,88
"MSTRG.11552",38,14,27,45,48,54
"MSTRG.11557",61,26,79,13,10,23
"MSTRG.22552",159,136,115,70,51,59
"MSTRG.22556",53,65,50,14,26,19
"MSTRG.22557",458,379,399,147,136,130
"MSTRG.22555",462,386,345,556,468,488
"MSTRG.6009",149,82,149,58,39,51
"MSTRG.6000",318,298,276,107,116,91
"MSTRG.6002",89,89,51,115,110,121
"MSTRG.6004",253,341,210,273,426,329
"MSTRG.6006",188,193,164,79,88,94
"MSTRG.22884",56,86,124,23,27,32
"MSTRG.8343",609,651,528,646,756,707
"MSTRG.23681",220,152,131,40,26,29
"MSTRG.11089",448,648,269,1137,1528,1246
"MSTRG.11086",6037,6064,4938,552,532,504
"MSTRG.15700",2999,2453,2331,1488,1172,1272
"MSTRG.15703",1527,1070,1071,2268,2433,2359
"MSTRG.15705",74,119,76,19,24,19
"MSTRG.15706",80,94,56,28,34,19
"MSTRG.15708",50,45,32,75,84,84
"MSTRG.20905",529,474,366,804,911,802
"MSTRG.20902",433,557,475,463,970,659
"MSTRG.20901",393,278,346,112,96,146
"MSTRG.20900",156,219,130,43,56,39
"MSTRG.8347",236,166,193,61,63,50
"MSTRG.14070",10975,12193,10151,2346,2384,2691
"MSTRG.14071",256,124,159,53,28,56
"MSTRG.19347",2665,2853,2320,4751,8962,7181
"MSTRG.19342",1474,1256,1221,1478,1814,1524
"MSTRG.16345",696,360,441,175,102,146
"MSTRG.23887",370,325,366,125,144,142
"MSTRG.639",138,84,124,152,147,226
"MSTRG.4958",67,109,69,15,18,14
"MSTRG.5475",153,107,120,47,40,46
"MSTRG.18129",82,31,42,119,90,94
"MSTRG.23882",1048,820,779,1838,1132,1357
"MSTRG.3607",98,121,78,36,51,34
"MSTRG.4379",33,37,85,50,135,110
"MSTRG.9291",74,87,85,161,287,234
"MSTRG.9297",375,342,338,130,106,98
"MSTRG.9299",248,276,250,101,131,101
"MSTRG.9869",659,298,455,1695,857,1708
"MSTRG.15062",9417,8095,7570,12193,14490,14246
"MSTRG.15064",105,9,49,272,70,217
"MSTRG.10250",1793,1652,1806,787,684,862
"MSTRG.10257",73,46,68,14,10,25
"MSTRG.10227",1056,776,749,1466,1089,1177
"MSTRG.5771",1482,1506,1336,601,693,727
"MSTRG.7737",421,312,347,73,71,69
"MSTRG.7738",104,109,94,19,29,19
"MSTRG.18462",177,179,202,61,80,91
"MSTRG.1291",727,1166,769,1348,2000,1731
"MSTRG.1295",3109,2982,2653,3147,3916,3928
"MSTRG.1297",24,83,65,71,241,156
"MSTRG.7199",49,41,32,48,77,60
"MSTRG.7196",79,58,67,78,145,129
"MSTRG.7197",39,39,25,81,214,132
"MSTRG.7190",269,172,174,289,404,325
"MSTRG.7193",27,17,26,45,59,52
"MSTRG.23445",92,114,105,24,34,43
"MSTRG.21777",1707,1880,1495,2743,3275,3365
"MSTRG.21774",475,326,353,126,100,80
"MSTRG.461",93,109,55,26,33,20
"MSTRG.462",140,102,159,57,55,46
"MSTRG.463",87,95,133,14,10,11
"MSTRG.20293",54,39,26,61,60,56
"MSTRG.20438",119,109,62,6,26,13
"MSTRG.20436",118,100,80,37,44,48
"MSTRG.20434",126,69,108,33,31,33
"MSTRG.16188",239,155,212,219,228,278
"MSTRG.17587",101,38,43,12,9,10
"MSTRG.25528",89,119,143,167,279,292
"MSTRG.25520",431,109,94,70,17,31
"MSTRG.11324",43,67,29,6,4,5
"MSTRG.11323",35,91,53,82,112,101
"MSTRG.11321",17,25,16,39,56,45
"MSTRG.24721",306,283,215,324,381,366
"MSTRG.24729",374,129,139,90,49,33
"MSTRG.24728",173,137,116,43,57,46
"MSTRG.23498",408,273,330,158,144,138
"MSTRG.23490",90,137,94,35,27,42
"MSTRG.10498",755,634,493,223,184,185
"MSTRG.10490",56,53,44,14,8,20
"MSTRG.25898",102,76,115,168,213,210
"MSTRG.15511",164,231,193,199,316,279
"MSTRG.15512",111,114,112,38,45,53
"MSTRG.15513",243,211,186,322,565,484
"MSTRG.17918",452,405,290,436,607,604
"MSTRG.17919",91,138,105,117,187,158
"MSTRG.17913",4031,4369,4017,841,610,816
"MSTRG.1903",103,89,84,82,140,141
"MSTRG.2808",375,198,233,135,94,87
"MSTRG.18864",204,211,147,57,56,40
"MSTRG.8194",101,101,82,148,170,231
"MSTRG.8190",40,31,36,61,111,67
"MSTRG.8193",41,51,55,73,134,124
"MSTRG.8192",293,200,236,240,410,512
"MSTRG.8199",30,39,24,50,47,44
"MSTRG.9828",78,58,61,33,10,20
"MSTRG.9821",610,645,752,763,753,951
"MSTRG.2760",79,35,59,25,12,10
"MSTRG.2766",27,28,32,52,41,65
"MSTRG.3419",23,50,52,111,176,141
"MSTRG.8445",1313,845,976,439,349,527
"MSTRG.8440",972,733,655,2024,1969,2223
"MSTRG.19374",139,163,157,41,16,33
"MSTRG.9319",10,15,25,794,1082,1211
"MSTRG.1127",2569,2549,2034,2572,3903,3126
"MSTRG.1128",463,482,426,169,163,179
"MSTRG.19905",927,538,552,200,105,156
"MSTRG.5929",319,181,152,465,831,616
"MSTRG.5926",50,60,36,54,85,108
"MSTRG.5925",121,115,92,44,47,54
"MSTRG.5923",138,185,136,35,28,21
"MSTRG.5922",57,68,87,13,13,8
"MSTRG.8013",139,106,133,146,327,228
"MSTRG.7533",350,348,271,96,84,125
"MSTRG.341",59,97,91,11,6,16
"MSTRG.340",156,111,125,148,223,191
"MSTRG.347",1115,793,856,399,155,308
"MSTRG.5326",199,140,120,52,61,49
"MSTRG.23823",65,169,93,13,49,21
"MSTRG.14957",92,75,63,107,118,116
"MSTRG.17793",41,28,17,68,38,70
"MSTRG.24888",264,186,165,114,40,71
"MSTRG.24889",96,117,108,187,323,438
"MSTRG.24886",1138,818,661,338,310,304
"MSTRG.24887",243,217,181,81,84,94
"MSTRG.24884",16429,20465,16594,2337,1816,2023
"MSTRG.25284",112,124,96,50,33,46
"MSTRG.25282",8401,8956,7468,810,1285,680
"MSTRG.25281",274,201,208,79,104,125
"MSTRG.22063",1965,1487,1447,2574,2475,2768
"MSTRG.22066",195,352,246,124,100,121
"MSTRG.22067",297,314,291,574,975,886
"MSTRG.16447",16,15,16,32,51,38
"MSTRG.4522",228,172,198,71,67,77
"MSTRG.4524",487,400,342,524,484,600
"MSTRG.4528",11,3,8,25,40,21
"MSTRG.11790",753,474,538,874,714,781
"MSTRG.11796",1929,2039,1734,2676,2218,2611
"MSTRG.22397",148,93,74,28,34,20
"MSTRG.22390",184,113,161,57,64,60
"MSTRG.22391",40,54,36,70,97,115
"MSTRG.15230",569,778,443,1091,1346,1096
"MSTRG.22938",83,85,76,22,32,38
"MSTRG.22939",157,122,118,269,199,297
"MSTRG.22931",112,71,75,174,178,203
"MSTRG.22934",336,231,277,469,927,816
"MSTRG.26220",675,747,650,1989,2758,2899
"MSTRG.15498",98,114,109,37,46,42
"MSTRG.24570",842,565,571,929,786,837
"MSTRG.18214",240,129,143,320,745,503
"MSTRG.18212",255,220,180,277,309,421
"MSTRG.14541",132,64,39,126,127,154
"MSTRG.10047",212,215,210,335,640,466
"MSTRG.14547",408,257,296,76,79,71
"MSTRG.10049",112,225,141,225,360,308
"MSTRG.3890",5,7,2,15,25,16
"MSTRG.1000",670,595,520,291,243,252
"MSTRG.1001",232,188,140,54,49,54
"MSTRG.1002",158,147,102,59,66,59
"MSTRG.13534",13,31,25,40,71,54
"MSTRG.13538",87,55,57,17,30,24
"MSTRG.19673",2007,1851,1423,951,738,806
"MSTRG.19490",69,43,33,64,134,104
"MSTRG.6673",1917,2066,1634,1793,3200,2799
"MSTRG.6675",2539,1917,3106,1089,793,1463
"MSTRG.12378",943,1076,854,2410,2300,2419
"MSTRG.14734",718,586,613,849,2120,1700
"MSTRG.12374",1677,1684,1520,466,462,560
"MSTRG.22670",479,359,430,532,745,702
"MSTRG.589",232,313,277,64,47,70
"MSTRG.581",259,209,294,249,411,421
"MSTRG.4647",315,311,250,122,118,94
"MSTRG.20648",262,294,209,247,675,364
"MSTRG.20649",221,171,146,338,480,361
"MSTRG.20647",115,82,111,161,137,167
"MSTRG.20643",65,46,67,101,89,106
"MSTRG.5064",398,307,226,364,403,366
"MSTRG.5062",27,22,12,55,32,37
"MSTRG.5060",86,49,63,17,22,20
"MSTRG.21113",661,388,382,184,197,150
"MSTRG.21111",371,256,267,94,69,110
"MSTRG.21117",351,181,240,93,87,76
"MSTRG.21116",128,111,153,188,190,232
"MSTRG.21115",130,76,62,31,40,34
"MSTRG.5688",81,86,68,26,24,29
"MSTRG.6081",6,2,7,12,20,14
"MSTRG.6080",5,1,4,18,15,18
"MSTRG.6082",517,544,270,89,135,93
"MSTRG.6089",341,308,303,308,413,497
"MSTRG.6088",567,546,541,705,855,862
"MSTRG.7685",480,434,400,420,945,659
"MSTRG.7680",982,797,735,1335,1260,1314
"MSTRG.23604",305,241,234,237,386,329
"MSTRG.7356",342,276,311,641,747,689
"MSTRG.7355",372,307,259,84,99,87
"MSTRG.7353",39,25,45,106,181,128
"MSTRG.7350",1389,980,1016,565,539,631
"MSTRG.7351",380,294,304,110,112,92
"MSTRG.24371",24,50,33,4,16,3
"MSTRG.24372",161,159,172,41,50,33
"MSTRG.15964",1580,1650,1706,310,243,338
"MSTRG.15960",533,406,371,901,797,939
"MSTRG.15963",645,451,527,571,1285,863
"MSTRG.20986",262,753,217,168,111,131
"MSTRG.25139",94,89,78,36,42,28
"MSTRG.15074",511,836,1030,193,272,264
"MSTRG.12175",49,63,45,15,13,16
"MSTRG.12174",83,79,76,31,10,22
"MSTRG.20135",98,98,100,153,165,169
"MSTRG.17618",49,38,30,82,108,99
"MSTRG.15618",27,8,14,29,33,29
"MSTRG.17615",19108,34874,17688,5533,8164,5761
"MSTRG.17612",306,287,223,415,551,442
"MSTRG.3133",4,11,22,35,57,39
"MSTRG.3130",24,25,21,62,82,78
"MSTRG.22210",2733,2159,2265,874,958,1122
"MSTRG.3680",122,94,102,40,54,45
"MSTRG.7119",548,372,484,208,226,230
"MSTRG.12828",136,86,95,29,30,46
"MSTRG.12826",890,813,725,1805,2889,2261
"MSTRG.12822",5137,5091,4597,692,968,953
"MSTRG.4487",372,398,359,476,532,505
"MSTRG.4486",1444,1181,913,1717,1632,1594
"MSTRG.4485",654,751,501,808,952,871
"MSTRG.4480",691,683,550,803,899,913
"MSTRG.23162",253,187,199,77,86,56
"MSTRG.23163",246,315,321,101,141,157
"MSTRG.23165",56,69,70,33,10,14
"MSTRG.9163",518,391,416,1289,1110,1347
"MSTRG.3091",374,349,265,375,671,474
"MSTRG.18390",1822,3513,2159,4211,7450,5913
"MSTRG.18393",4,9,14,28,31,31
"MSTRG.3918",335,306,216,116,119,93
"MSTRG.3912",376,419,388,96,108,127
"MSTRG.3917",384,249,273,319,407,396
"MSTRG.14737",91,92,65,21,21,27
"MSTRG.14731",175,138,143,237,407,344
"MSTRG.14738",694,858,667,1666,1741,1950
"MSTRG.13707",188,171,148,62,58,67
"MSTRG.6245",417,342,299,118,98,119
"MSTRG.1214",274,218,296,122,108,143
"MSTRG.19424",104,126,72,46,35,35
"MSTRG.19421",280,134,134,59,53,45
"MSTRG.19423",63,99,61,15,12,23
"MSTRG.7803",860,880,678,381,467,400
"MSTRG.178",32,56,26,9,5,10
"MSTRG.8352",316,290,213,350,543,434
"MSTRG.9404",32,40,49,84,130,92
"MSTRG.11844",318,204,162,99,97,54
"MSTRG.21830",35,56,60,7,13,6
"MSTRG.21832",30,19,32,2,9,7
"MSTRG.11132",114,149,140,51,43,61
"MSTRG.11130",1036,1062,947,429,329,354
"MSTRG.5184",20,55,17,4,3,2
"MSTRG.11131",639,358,339,516,578,556
"MSTRG.5189",109,110,134,51,43,55
"MSTRG.5237",106,111,59,9,23,7
"MSTRG.21304",19,15,15,68,109,91
"MSTRG.16100",427,374,350,101,122,103
"MSTRG.16101",68,106,91,114,140,192
"MSTRG.11453",81,84,78,121,139,113
"MSTRG.6768",379,482,364,761,892,920
"MSTRG.6760",402,373,328,370,505,499
"MSTRG.6762",147,109,213,39,20,71
"MSTRG.22761",563,851,760,192,337,347
"MSTRG.26077",140,201,201,185,272,255
"MSTRG.26076",68,76,97,117,259,182
"MSTRG.174",53,312,116,7,47,31
"MSTRG.8354",162,171,144,50,69,49
"MSTRG.171",31,36,30,7,11,13
"MSTRG.16291",74,89,77,23,26,29
"MSTRG.20346",184,251,209,46,81,53
"MSTRG.20824",42,24,42,10,7,12
"MSTRG.20827",121,79,93,36,32,35
"MSTRG.20829",1609,1131,1032,392,274,301
"MSTRG.13142",25,4,13,32,48,50
"MSTRG.13149",544,437,507,121,77,107
"MSTRG.14242",169,126,192,218,309,316
"MSTRG.14863",1592,2127,1075,1716,2855,1890
"MSTRG.14862",340,281,266,85,118,94
"MSTRG.14861",549,530,446,565,617,607
"MSTRG.2455",43,22,42,62,47,58
"MSTRG.2452",45,51,39,122,95,140
"MSTRG.2450",1857,1227,1103,2123,1722,1750
"MSTRG.4851",472,382,472,229,155,243
"MSTRG.4852",98,71,88,18,26,20
"MSTRG.4855",299,239,220,135,102,113
"MSTRG.8114",15,20,16,29,53,22
"MSTRG.9643",591,405,318,205,153,168
"MSTRG.9649",118,56,68,30,23,29
"MSTRG.1434",919,746,755,819,1340,1186
"MSTRG.1439",190,182,185,77,92,92
"MSTRG.22403",283,140,92,85,37,29
"MSTRG.22404",386,167,285,858,461,780
"MSTRG.22405",70,63,85,103,94,141
"MSTRG.3495",449,432,348,987,783,819
"MSTRG.3494",91,40,54,388,206,342
"MSTRG.4145",160,126,121,163,172,158
"MSTRG.9398",14,21,17,34,38,36
"MSTRG.25728",405,427,344,185,144,113
"MSTRG.15385",427,598,460,160,239,132
"MSTRG.25722",2097,2059,1914,3640,2883,3775
"MSTRG.19983",410,148,183,737,290,457
"MSTRG.15653",472,659,523,1046,825,1359
"MSTRG.15652",613,481,449,761,644,766
"MSTRG.7794",1164,1115,924,431,333,484
"MSTRG.18589",14,23,20,49,31,33
"MSTRG.18581",125,43,107,24,9,26
"MSTRG.18583",290,214,245,116,102,127
"MSTRG.18584",30,19,10,42,37,39
"MSTRG.18632",173,107,107,196,221,189
"MSTRG.18633",209,217,159,72,67,98
"MSTRG.6166",64,56,76,24,22,27
"MSTRG.18637",161,172,127,64,61,73
"MSTRG.6164",59,50,52,7,10,16
"MSTRG.18635",410,366,365,404,725,554
"MSTRG.1394",122,118,154,48,43,51
"MSTRG.16208",850,362,593,261,210,301
"MSTRG.3098",437,361,357,141,85,126
"MSTRG.4083",193,125,131,42,59,84
"MSTRG.15249",349,284,253,132,154,140
"MSTRG.8252",380,322,234,70,78,71
"MSTRG.8254",106,58,71,37,20,12
"MSTRG.5238",703,464,356,1100,1046,907
"MSTRG.20778",59,84,68,138,396,190
"MSTRG.20779",3781,3632,3310,3833,7911,6204
"MSTRG.20773",136,235,134,78,54,45
"MSTRG.20777",47,39,31,63,118,95
"MSTRG.17467",16,96,71,110,224,140
"MSTRG.5372",28,20,30,182,202,267
"MSTRG.16739",40,75,32,41,208,65
"MSTRG.25207",40,47,26,12,10,9
"MSTRG.25206",91,108,139,168,179,247
"MSTRG.25205",59,47,72,81,78,128
"MSTRG.25201",46,46,41,52,69,63
"MSTRG.13877",104,117,113,312,78,400
"MSTRG.11173",182,146,158,67,52,76
"MSTRG.19637",117,61,138,330,180,429
"MSTRG.25995",43,100,43,96,190,99
"MSTRG.25992",119,148,140,190,179,231
"MSTRG.15417",735,372,594,714,607,868
"MSTRG.10033",135,86,86,24,31,24
"MSTRG.10626",88,67,86,133,84,128
"MSTRG.10621",722,547,640,284,133,205
"MSTRG.10622",59,22,31,99,80,136
"MSTRG.11458",1355,1515,1099,220,257,312
"MSTRG.17818",275,158,182,341,210,312
"MSTRG.17815",1113,570,737,1649,929,1388
"MSTRG.17814",325,442,344,509,652,722
"MSTRG.12662",321,437,243,93,82,116
"MSTRG.12661",113,207,110,338,486,424
"MSTRG.2390",252,270,217,111,116,131
"MSTRG.16814",311,298,366,154,139,150
"MSTRG.18795",12,26,9,22,61,48
"MSTRG.12089",857,993,704,300,392,354
"MSTRG.12088",72,45,51,11,6,8
"MSTRG.18791",1041,992,961,1062,1410,1386
"MSTRG.18793",95,75,96,20,43,29
"MSTRG.18908",292,241,302,99,58,101
"MSTRG.18904",836,876,694,755,915,994
"MSTRG.18906",164,151,183,222,247,237
"MSTRG.18907",183,161,161,64,56,85
"MSTRG.18901",619,261,320,191,136,158
"MSTRG.22760",62,28,24,92,61,59
"MSTRG.8091",94,79,70,225,184,204
"MSTRG.8092",560,454,529,486,799,728
"MSTRG.8094",336,391,263,293,447,549
"MSTRG.2649",517,413,326,835,901,909
"MSTRG.2647",78,84,64,111,183,156
"MSTRG.2643",186,152,96,33,30,22
"MSTRG.3514",61,55,56,7,11,7
"MSTRG.509",116,68,117,18,15,10
"MSTRG.3517",87,115,73,30,36,18
"MSTRG.26070",56,56,49,15,14,16
"MSTRG.18011",267,391,487,1124,1136,1807
"MSTRG.9053",135,91,140,49,35,44
"MSTRG.1605",122,166,174,183,265,292
"MSTRG.11767",77,76,56,19,28,23
"MSTRG.6556",271,210,214,66,69,93
"MSTRG.6559",48,75,85,13,17,25
"MSTRG.19828",569,2532,1049,132,209,128
"MSTRG.19824",119,234,209,41,42,73
"MSTRG.19825",145,166,342,33,27,61
"MSTRG.7606",160,137,171,41,72,82
"MSTRG.7601",140,81,111,122,213,188
"MSTRG.7602",553,714,602,164,245,211
"MSTRG.19681",341,292,275,507,418,427
"MSTRG.262",4,5,7,35,36,47
"MSTRG.9934",1160,322,857,282,49,288
"MSTRG.9931",45,15,30,149,50,163
"MSTRG.23906",187,58,209,3266,642,2817
"MSTRG.23904",11,4,4,124,52,124
"MSTRG.23902",99,64,118,28,36,33
"MSTRG.23903",1175,1165,878,3469,2240,3251
"MSTRG.23900",46,73,37,176,167,149
"MSTRG.546",237,284,238,352,496,556
"MSTRG.19536",20,9,20,37,45,68
"MSTRG.548",184,233,150,50,56,65
"MSTRG.13846",1042,1043,669,246,431,309
"MSTRG.13842",17,7,24,35,31,51
"MSTRG.21413",55,49,70,61,140,103
"MSTRG.17698",108,130,87,32,29,30
"MSTRG.11974",341,271,225,131,135,138
"MSTRG.7045",183,231,154,78,54,63
"MSTRG.16565",15,18,8,25,41,31
"MSTRG.16563",136,131,97,263,196,151
"MSTRG.898",841,984,925,1080,1513,1429
"MSTRG.4407",101,34,60,251,99,155
"MSTRG.4405",225,169,243,640,382,516
"MSTRG.4402",424,193,281,44,26,51
"MSTRG.4400",89,41,30,200,123,105
"MSTRG.11697",167,124,99,135,235,197
"MSTRG.11694",113,152,119,51,54,28
"MSTRG.22297",397,414,374,584,434,661
"MSTRG.22298",521,406,298,852,1358,1130
"MSTRG.11039",531,598,485,264,289,275
"MSTRG.5653",66,161,104,115,269,239
